Node Number	X Location (µm)	Y Location (µm)	Z Location (µm)	Directional Deformation (µm)
1325	-0,87542	-0,55825	0,	1,6759e-002
1328	-0,7419	0,99171	0,	4,6496e-002
1330	-7,5981e-002	-1,2227	0,	1,4384e-002
1332	-0,67836	0,5248	0,	2,1533e-002
1334	0,82167	0,33177	0,	4,5763e-004
1336	-0,25537	1,1993	0,	3,0248e-002
1337	-7,2698e-002	1,2209	0,	1,6555e-002
1338	-0,13902	1,0663	0,	2,7048e-002
1342	0,73902	-0,96803	0,	4,2397e-002
1344	-1,0762	0,56711	0,	1,6487e-002
1346	-0,25637	-1,1999	0,	9,1414e-003
1348	1,1569	-0,41396	0,	3,606e-003
1350	-1,0329	-0,17355	0,	1,4467e-002
1352	-1,1761	0,43482	0,	9,3167e-003
1354	0,27048	-1,2264	0,	3,5977e-002
1356	0,27916	1,2205	0,	2,3209e-003
1358	-0,88549	-0,88242	0,	1,0591e-002
1360	1,2258	0,26397	0,	7,8564e-003
1362	1,2249	-0,26644	0,	2,1159e-003
1364	0,88348	-0,88358	0,	3,29e-002
1366	0,11408	0,85889	0,	6,8193e-003
1368	0,85985	0,10663	0,	-3,5822e-003
1370	0,68174	-0,53166	0,	2,5665e-002
1372	-0,53461	-0,68091	0,	1,08e-002
1374	0,85854	-0,11226	0,	-2,586e-003
1376	-1,1913	-0,27754	0,	1,1322e-002
1378	-0,96932	-0,73671	0,	1,1339e-002
1380	-1,1997	0,27573	0,	8,5722e-003
1382	0,41657	-1,1579	0,	4,4083e-002
1384	0,88282	0,54461	0,	8,2453e-003
1386	0,58332	-1,0748	0,	4,5191e-002
1388	-0,59222	1,0744	0,	4,5858e-002
1390	-0,42707	1,1498	0,	4,1402e-002
1392	0,71534	0,99996	0,	6,0513e-003
1393	0,595	1,1059	0,	3,9503e-003
1396	-1,2143	-9,0801e-002	0,	1,071e-002
1397	-1,2215	9,405e-002	0,	9,3499e-003
1400	0,96991	0,72902	0,	9,9604e-003
1402	0,85314	0,87503	0,	8,273e-003
1404	1,0775	0,5763	0,	1,0356e-002
1406	3,1609e-002	1,0406	0,	1,4379e-002
1407	-0,11757	0,87773	0,	2,8654e-002
1410	-1,1745	-0,4411	0,	1,0863e-002
1412	0,11525	1,2132	0,	6,3006e-003
1414	-1,0755	-0,57684	0,	1,1514e-002
1416	1,4	1,1021e-007	0,	3,7776e-003
1418	-1,058	-0,91686	0,	7,3242e-003
1420	-0,91703	-1,0579	0,	7,3067e-003
1422	1,3857	0,19925	0,	6,2543e-003
1424	-0,19924	1,3857	0,	1,7259e-002
1426	-1,0579	0,91703	0,	2,9842e-002
1428	1,0579	-0,91702	0,	2,1433e-002
1430	-0,39458	-1,3432	0,	5,6343e-003
1432	1,3432	-0,39458	0,	1,1692e-003
1434	0,19925	-1,3857	0,	2,4304e-002
1436	0,58163	1,2735	0,	2,4846e-003
1438	-1,2735	0,58162	0,	7,9369e-003
1440	-1,1778	0,75684	0,	1,6792e-002
1442	0,75685	1,1778	0,	4,4888e-003
1444	5,5099e-008	-1,4	0,	1,2724e-002
1446	-1,3432	0,39458	0,	5,8025e-003
1448	1,3857	-0,19934	0,	1,9332e-003
1450	0,39458	1,3432	0,	1,3056e-003
1452	-0,19934	-1,3857	0,	6,5035e-003
1454	-0,91686	1,058	0,	3,9216e-002
1456	0,91686	-1,058	0,	3,1935e-002
1458	-1,6521e-007	1,4	0,	6,4129e-003
1459	0,19934	1,3857	0,	1,7255e-003
1462	-1,4	7,9318e-016	0,	6,7125e-003
1463	-1,3857	0,19933	0,	5,9086e-003
1466	1,2735	-0,58163	0,	2,7343e-003
1468	0,39433	-1,3433	0,	3,5376e-002
1470	-0,58163	-1,2735	0,	6,4787e-003
1472	1,3433	0,39433	0,	8,8096e-003
1474	-0,39432	1,3433	0,	2,9739e-002
1476	1,1777	0,75699	0,	1,0533e-002
1477	1,2736	0,58139	0,	1,0359e-002
1480	-1,1777	-0,75699	0,	7,377e-003
1481	-1,2736	-0,58138	0,	7,6011e-003
1484	1,1778	-0,75685	0,	9,5688e-003
1486	-0,75685	-1,1778	0,	6,958e-003
1488	-0,75698	1,1777	0,	3,9468e-002
1490	0,75699	-1,1777	0,	3,6796e-002
1492	0,58139	-1,2736	0,	3,8608e-002
1494	-0,58138	1,2736	0,	3,6838e-002
1496	0,91703	1,0579	0,	7,0871e-003
1498	-1,3858	-0,19924	0,	7,1739e-003
1500	-1,3433	-0,39432	0,	7,5441e-003
1502	1,058	0,91686	0,	9,3598e-003
9746	9,9923e-002	1,3964	0,	3,1952e-003
9747	0,29772	1,368	0,	1,2081e-003
9748	0,48935	1,3117	0,	1,7658e-003
9749	0,67095	1,2288	0,	3,3954e-003
9750	0,83908	1,1207	0,	5,7718e-003
9751	0,99003	0,98987	0,	8,333e-003
9752	1,1207	0,83906	0,	1,0138e-002
9753	1,2288	0,6709	0,	1,0614e-002
9754	1,3118	0,48911	0,	9,7815e-003
9755	1,368	0,29755	0,	7,5969e-003
9756	1,3964	9,9881e-002	0,	4,9538e-003
9801	1,3964	-9,9927e-002	0,	2,7748e-003
9802	1,368	-0,29772	0,	1,3605e-003
9803	1,3117	-0,48935	0,	1,4468e-003
9804	1,2288	-0,67094	0,	5,2024e-003
9805	1,1207	-0,83908	0,	1,542e-002
9806	0,98987	-0,99003	0,	2,729e-002
9807	0,83906	-1,1207	0,	3,4589e-002
9808	0,67091	-1,2288	0,	3,8e-002
9809	0,48911	-1,3118	0,	3,7963e-002
9810	0,29755	-1,368	0,	3,0327e-002
9811	9,9879e-002	-1,3964	0,	1,8162e-002
9823	-9,9923e-002	-1,3964	0,	8,8801e-003
9824	-0,29772	-1,368	0,	5,5393e-003
9825	-0,48935	-1,3117	0,	5,9524e-003
9826	-0,67094	-1,2288	0,	6,7651e-003
9827	-0,83908	-1,1207	0,	7,1237e-003
9828	-0,99003	-0,98987	0,	7,3341e-003
9829	-1,1207	-0,83906	0,	7,3313e-003
9830	-1,2288	-0,6709	0,	7,5121e-003
9831	-1,3118	-0,48909	0,	7,6074e-003
9832	-1,368	-0,29753	0,	7,3899e-003
9833	-1,3964	-9,9874e-002	0,	6,9749e-003
9834	0,69393	-9,1975e-002	0,	-4,3523e-002
9835	0,64601	-0,26957	0,	-4,0294e-002
9836	0,55359	-0,42841	0,	-3,6143e-002
9837	0,42302	-0,55772	0,	-3,4011e-002
9838	0,26313	-0,64866	0,	-3,5176e-002
9839	8,8519e-002	-0,69438	0,	-3,7753e-002
9840	-9,1975e-002	-0,69393	0,	-4,1385e-002
9841	-0,26957	-0,64601	0,	-4,4299e-002
9842	-0,42841	-0,55359	0,	-4,5211e-002
9843	-0,55772	-0,42302	0,	-4,5986e-002
9844	-0,64866	-0,26313	0,	-4,5966e-002
9845	-0,69438	-8,8519e-002	0,	-4,6158e-002
9846	-0,69393	9,1975e-002	0,	-4,5127e-002
9847	-0,64601	0,26957	0,	-4,2155e-002
9848	-0,55359	0,42841	0,	-3,8778e-002
9849	-0,42302	0,55772	0,	-3,632e-002
9850	-0,26313	0,64866	0,	-3,4762e-002
9851	-8,8519e-002	0,69438	0,	-3,667e-002
9852	9,1975e-002	0,69393	0,	-4,0565e-002
9853	0,26957	0,64601	0,	-4,37e-002
9854	0,42841	0,55359	0,	-4,4175e-002
9855	0,55772	0,42302	0,	-4,3622e-002
9856	0,64866	0,26313	0,	-4,3154e-002
9857	0,69438	8,8519e-002	0,	-4,4218e-002
9880	-1,3964	9,9918e-002	0,	6,2644e-003
9881	-1,368	0,29771	0,	5,6755e-003
9882	-1,3117	0,48935	0,	6,131e-003
9883	-1,2288	0,67094	0,	1,1551e-002
9884	-1,1207	0,83908	0,	2,302e-002
9885	-0,98987	0,99003	0,	3,5337e-002
9886	-0,83906	1,1207	0,	4,0382e-002
9887	-0,6709	1,2288	0,	3,8226e-002
9888	-0,4891	1,3118	0,	3,3726e-002
9889	-0,29754	1,368	0,	2,3936e-002
9890	-9,9876e-002	1,3964	0,	1,1082e-002
10395	-7,0488e-002	0,10437	0,	-0,1629
10396	2,1293e-002	0,1395	0,	-0,16114
10397	-7,8125e-002	0,2197	0,	-0,15143
10398	-7,7337e-002	9,9789e-003	0,	-0,16607
10399	-0,15099	-0,10322	0,	-0,15821
10400	-4,4722e-002	-8,902e-002	0,	-0,16373
10401	-0,17675	9,0175e-002	0,	-0,15709
10402	-4,5266e-003	-0,20189	0,	-0,15572
10403	6,9125e-002	-8,8697e-002	0,	-0,16296
10404	8,7337e-002	0,2242	0,	-0,15079
10405	9,4974e-002	0,10887	0,	-0,16148
10406	0,12044	-2,5771e-002	0,	-0,16247
10407	0,23398	-2,5456e-003	0,	-0,15257
10408	0,14247	4,7402e-002	0,	-0,16156
10409	0,16064	-0,13864	0,	-0,15427
10410	0,20851	0,13209	0,	-0,15065
10411	-0,25876	0,13294	0,	-0,14419
10412	-0,26561	3,8548e-002	0,	-0,14948
10413	-0,2256	-0,14991	0,	-0,14868
10414	-0,25822	-5,0913e-002	0,	-0,14956
10415	-0,34022	-8,1473e-003	0,	-0,13765
10416	9,2969e-002	0,31251	0,	-0,13817
10417	0,16665	0,28187	0,	-0,13837
10418	0,25977	-0,14249	0,	-0,14281
10419	0,34225	-0,13706	0,	-0,13074
10420	0,29443	-7,0285e-002	0,	-0,14226
10421	7,6236e-002	-0,29426	0,	-0,14178
10422	-3,7611e-002	-0,29458	0,	-0,14345
10423	0,29345	0,158	0,	-0,13752
10424	0,24596	0,21946	0,	-0,13821
10425	0,31646	2,8879e-003	0,	-0,14059
10426	0,20846	-0,20542	0,	-0,14318
10427	-0,11786	-0,29614	0,	-0,1408
10428	-3,7101e-002	-0,3885	0,	-0,1273
10429	0,25159	0,30777	0,	-0,12546
10430	-0,25559	0,20659	0,	-0,13834
10431	-0,34444	0,15496	0,	-0,12909
10432	-0,32281	-0,17214	0,	-0,13346
10433	-0,21558	-0,22445	0,	-0,14285
10434	-0,30501	0,28812	0,	-0,12021
10435	-0,21932	0,2661	0,	-0,1345
10436	0,26952	-0,27954	0,	-0,12585
10437	0,17039	-0,2757	0,	-0,13815
10438	0,37987	0,16536	0,	-0,12204
10439	0,34243	7,7989e-002	0,	-0,1349
10440	-0,17695	-0,27334	0,	-0,13988
10441	-0,17644	-0,36726	0,	-0,125
10442	-5,226e-002	0,31376	0,	-0,13902
10443	-0,14404	0,27863	0,	-0,14014
10444	0,1373	-0,36839	0,	-0,12563
10445	0,40288	1,0249e-002	0,	-0,12435
10446	-0,27416	-0,29557	0,	-0,12666
10447	-0,19346	0,36016	0,	-0,12223
10448	0,3347	0,3372	0,	-0,10868
10449	0,25539	0,39961	0,	-0,10879
10450	9,5889e-002	0,39294	0,	-0,12351
10451	1,6575e-002	0,33527	0,	-0,13636
10452	-0,43956	3,8457e-002	0,	-0,1179
10453	-0,43217	-5,1004e-002	0,	-0,11857
10454	-4,934e-002	0,39419	0,	-0,12471
10455	-0,31461	-0,3686	0,	-0,10881
10456	-0,35324	-0,31971	0,	-0,11003
10457	0,39755	0,38733	0,	-8,7795e-002
10458	0,39375	0,2955	0,	-0,10416
10459	0,42121	0,23022	0,	-0,10689
10460	0,47018	0,15022	0,	-0,10304
10461	-0,42149	0,13719	0,	-0,1149
10462	-0,51344	9,4331e-002	0,	-9,7513e-002
10463	-0,38635	0,28721	0,	-0,10526
10464	-0,35008	0,34672	0,	-0,10251
10465	0,45988	-5,7835e-002	0,	-0,11009
10466	0,48585	1,7266e-002	0,	-0,10496
10467	0,12105	-0,44711	0,	-0,11006
10468	0,2152	-0,42855	0,	-0,10562
10469	0,48406	0,28035	0,	-8,5664e-002
10470	-0,41832	0,21084	0,	-0,10902
10471	-0,39191	0,40399	0,	-8,3119e-002
10472	-0,31057	0,4049	0,	-9,8169e-002
10473	0,26837	-0,48454	0,	-8,5075e-002
10474	0,28463	-0,40581	0,	-0,10071
10475	0,13026	0,45525	0,	-0,10813
10476	5,3869e-002	0,47802	0,	-0,10594
10477	0,50106	8,492e-002	0,	-9,9815e-002
10478	0,55806	1,6836e-002	0,	-8,6014e-002
10479	-0,23274	-0,41996	0,	-0,10987
10480	-0,17366	-0,44277	0,	-0,10997
10481	0,32293	-0,34685	0,	-0,10642
10482	0,361	-0,27657	0,	-0,11124
10483	-2,4817e-002	0,47767	0,	-0,1059
10484	-9,3652e-002	0,45616	0,	-0,1089
10485	-0,16876	0,43877	0,	-0,10804
10486	-0,24405	0,42624	0,	-0,10294
10487	-1,369e-002	-0,46215	0,	-0,11145
10488	-9,3944e-002	-0,46371	0,	-0,10973
10489	-0,39715	-0,22774	0,	-0,11371
10490	-0,40717	-0,1532	0,	-0,11874
10491	0,39904	-0,20584	0,	-0,11274
10492	0,43369	-0,13364	0,	-0,1119
10493	-0,4634	0,26944	0,	-9,105e-002
10494	0,5424	0,14979	0,	-8,4804e-002
10495	0,37611	-0,40284	0,	-8,5387e-002
10496	-0,28587	0,48351	0,	-8,3603e-002
10497	-5,828e-004	-0,54889	0,	-8,9261e-002
10498	5,6259e-002	-0,47369	0,	-0,10755
10499	-0,5065	-0,1066	0,	-9,9484e-002
10500	0,51667	-0,12662	0,	-9,2052e-002
10501	9,5559e-003	0,53998	0,	-8,9973e-002
10502	-0,31182	-0,44411	0,	-9,3679e-002
10503	0,19947	0,447	0,	-0,10495
10504	0,28258	0,47643	0,	-8,7877e-002
10505	-0,14424	0,52224	0,	-8,8994e-002
10506	0,13416	-0,53385	0,	-8,7628e-002
10507	0,45245	-0,27315	0,	-9,1987e-002
10508	-0,15024	-0,51642	0,	-9,4199e-002
10509	0,15745	0,53207	0,	-8,716e-002
10510	-0,4376	-0,30077	0,	-9,6242e-002
10511	0,59457	0,19535	0,	-6,6364e-002
10512	0,62545	0,13005	0,	-6,2222e-002
10513	0,62142	-2,5409e-002	0,	-6,7169e-002
10514	0,63664	4,2245e-002	0,	-6,3001e-002
10515	0,4179	0,46084	0,	-6,8127e-002
10516	0,47695	0,41913	0,	-6,3951e-002
10517	-0,55018	0,27259	0,	-6,8927e-002
10518	-0,51821	0,34897	0,	-6,4878e-002
10519	0,53253	0,34585	0,	-6,3426e-002
10520	-0,50108	-0,36941	0,	-7,0549e-002
10521	-0,54499	-0,27744	0,	-7,3564e-002
10522	-0,60456	-9,0008e-002	0,	-7,3815e-002
10523	-0,57956	-0,19221	0,	-7,3934e-002
10524	-0,46203	0,42156	0,	-6,3419e-002
10525	-0,3729	-0,49887	0,	-7,0494e-002
10526	-0,44549	-0,44269	0,	-6,8537e-002
10527	0,34531	0,51701	0,	-6,8663e-002
10528	0,28939	0,5644	0,	-6,4258e-002
10529	0,60934	-0,11659	0,	-6,6666e-002
10530	0,58316	-0,19239	0,	-6,7896e-002
10531	-0,61575	-2,1999e-003	0,	-7,2867e-002
10532	-0,60366	8,8978e-002	0,	-7,306e-002
10533	0,18728	-0,59244	0,	-6,4558e-002
10534	0,27251	-0,55787	0,	-6,3764e-002
10535	4,4121e-002	0,62016	0,	-6,524e-002
10536	0,1353	0,60808	0,	-6,6626e-002
10537	-0,20616	-0,58565	0,	-6,9653e-002
10538	-0,12644	-0,60659	0,	-6,8924e-002
10539	-0,34923	0,53532	0,	-5,7948e-002
10540	-0,28271	0,55666	0,	-6,3187e-002
10541	0,54774	-0,27727	0,	-6,6522e-002
10542	0,5097	-0,348	0,	-6,4506e-002
10543	0,45353	-0,42059	0,	-6,3129e-002
10544	0,41522	-0,47955	0,	-5,8244e-002
10545	-0,12237	0,60862	0,	-6,3427e-002
10546	-0,19748	0,59123	0,	-6,2772e-002
10547	3,4684e-002	-0,63021	0,	-6,2309e-002
10548	-3,5266e-002	-0,61868	0,	-6,7064e-002
10549	0,55999	0,28058	0,	-6,6106e-002
10550	-0,29104	-0,55023	0,	-7,0393e-002
10551	0,20451	0,59982	0,	-6,3699e-002
10552	-0,5856	0,18771	0,	-6,9589e-002
10553	-0,42252	0,47973	0,	-5,892e-002
10554	0,34194	-0,53513	0,	-5,8669e-002
10555	0,12249	-0,61902	0,	-6,0611e-002
10556	-3,4565e-002	0,61981	0,	-6,4286e-002
10557	-0,20389	-0,94383	0,	1,2072e-002
10558	-0,13051	-0,973	0,	1,5261e-002
10559	-0,21513	-1,0385	0,	1,2027e-002
10560	-0,32072	-0,91078	0,	1,0224e-002
10561	-0,2361	-0,84525	0,	8,4339e-003
10562	-1,054	9,6541e-002	0,	1,0886e-002
10563	-0,97042	0,1633	0,	1,0233e-002
10564	-0,96011	8,0529e-002	0,	1,065e-002
10565	-0,74177	0,7893	0,	4,6276e-002
10566	-0,66046	0,86459	0,	4,9938e-002
10567	-0,66829	0,79312	0,	4,9288e-002
10568	-0,39912	-0,89578	0,	1,0729e-002
10569	-0,36691	-0,99437	0,	1,0495e-002
10570	-0,56127	0,7723	0,	4,756e-002
10571	-0,64258	0,69701	0,	4,3569e-002
10572	-0,89271	-0,37556	0,	1,7385e-002
10573	-0,93487	-0,30627	0,	1,7055e-002
10574	-0,82825	-0,30353	0,	1,3914e-002
10575	-5,8665e-002	-1,056	0,	1,8959e-002
10576	-4,7429e-002	-0,96132	0,	2,0352e-002
10577	-0,85875	0,72283	0,	3,7283e-002
10578	-0,81376	0,62884	0,	3,4776e-002
10579	-0,92291	0,63383	0,	2,8953e-002
10580	0,17567	-0,95143	0,	3,735e-002
10581	0,13197	-1,042	0,	3,3433e-002
10582	6,8115e-002	-0,95372	0,	2,8131e-002
10583	1,1251	4,6725e-002	0,	4,6849e-003
10584	1,2142	-1,3774e-003	0,	4,4645e-003
10585	1,1249	-5,0529e-002	0,	3,6814e-003
10586	0,92122	-0,65019	0,	2,2551e-002
10587	0,97452	-0,57191	0,	1,5728e-002
10588	1,0211	-0,66056	0,	1,6241e-002
10589	-1,0334	0,26776	0,	1,0686e-002
10590	-0,9396	0,25175	0,	1,0904e-002
10591	0,4931	-0,93289	0,	5,0351e-002
10592	0,3822	-0,9053	0,	4,8417e-002
10593	0,4506	-0,8479	0,	4,9019e-002
10594	1,0988	0,31881	0,	8,4896e-003
10595	1,0161	0,32071	0,	8,0585e-003
10596	1,076	0,41206	0,	9,3401e-003
10597	0,3783	0,98557	0,	2,0154e-003
10598	0,4131	0,87559	0,	1,3282e-003
10599	0,29348	0,91748	0,	2,9195e-003
10600	0,65277	0,70187	0,	3,8398e-003
10601	0,60476	0,77345	0,	3,801e-003
10602	0,71722	0,77185	0,	6,4693e-003
10603	1,0131	-0,3277	0,	4,7092e-003
10604	0,90377	-0,38159	0,	1,0036e-002
10605	0,92764	-0,28683	0,	5,4098e-003
10606	0,54546	-0,77965	0,	4,7929e-002
10607	0,43456	-0,75206	0,	3,3354e-002
10608	0,61353	0,61211	0,	-3,0242e-003
10609	0,72599	0,6105	0,	4,7809e-003
10610	0,46518	1,0456	0,	3,0137e-003
10611	0,34556	1,0874	0,	2,5376e-003
10612	-0,89694	0,3528	0,	1,4333e-002
10613	-0,83392	0,24834	0,	8,3356e-003
10614	-0,87134	4,0391e-002	0,	7,5524e-003
10615	-0,95487	-2,6363e-002	0,	1,1976e-002
10616	6,6263e-002	-1,1311	0,	2,6264e-002
10617	0,17382	-1,1288	0,	3,392e-002
10618	0,81001	-0,65381	0,	3,0192e-002
10619	0,85662	-0,74246	0,	3,1347e-002
10620	-0,50801	-0,92504	0,	1,1547e-002
10621	-0,46182	-0,84145	0,	1,1257e-002
10622	-0,80909	0,79764	0,	4,3212e-002
10623	-0,80126	0,86911	0,	4,5191e-002
10624	-0,43593	-1,0646	0,	1,0115e-002
10625	-0,50865	-1,1106	0,	9,4214e-003
10626	-0,51803	-1,0254	0,	1,0688e-002
10627	-0,74591	-0,85549	0,	1,3071e-002
10628	-0,65978	-0,80764	0,	1,4031e-002
10629	-0,65684	-0,91856	0,	1,2398e-002
10630	-0,32207	0,91039	0,	4,5084e-002
10631	-0,40261	0,89521	0,	4,9376e-002
10632	-0,3695	0,99352	0,	4,6093e-002
10633	1,0374	0,11252	0,	4,5135e-003
10634	1,1266	0,16167	0,	6,3999e-003
10635	-0,7132	-0,6407	0,	1,6092e-002
10636	-0,81213	-0,65141	0,	1,6261e-002
10637	-0,77648	-0,54754	0,	1,7181e-002
10638	0,33211	-1,015	0,	4,6849e-002
10639	0,28961	-0,93003	0,	4,4528e-002
10640	-0,73791	0,92624	0,	4,7702e-002
10641	-0,66444	0,93006	0,	4,9489e-002
10642	-2,5781e-002	-1,1335	0,	1,9786e-002
10643	-0,10887	-1,1452	0,	1,4823e-002
10644	-0,71398	0,62132	0,	3,7059e-002
10645	-0,77814	0,53232	0,	2,7538e-002
10646	0,93025	0,27962	0,	5,5784e-003
10647	0,90749	0,37286	0,	6,4319e-003
10648	-0,16403	1,2101	0,	2,3452e-002
10649	-0,10586	1,1436	0,	2,2112e-002
10650	-0,19719	1,1328	0,	2,9026e-002
10651	0,65345	-0,81079	0,	4,5999e-002
10652	0,74221	-0,85706	0,	4,2033e-002
10653	0,65026	-0,92176	0,	4,7188e-002
10654	-0,94027	0,44802	0,	1,7795e-002
10655	-1,0394	0,46166	0,	1,4938e-002
10656	-0,97707	0,55347	0,	2,1313e-002
10657	-0,19906	-1,1338	0,	1,1489e-002
10658	-0,27244	-1,1046	0,	1,0356e-002
10659	1,0969	-0,32345	0,	3,6034e-003
10660	1,0731	-0,41821	0,	5,7839e-003
10661	-0,95167	-0,2039	0,	1,5251e-002
10662	-1,0161	-0,27593	0,	1,5631e-002
10663	-3,7333e-003	-0,8707	0,	1,9119e-002
10664	-0,83459	0,44462	0,	2,0847e-002
10665	-0,60696	0,60049	0,	2,2781e-002
10666	-0,91824	0,80263	0,	3,6502e-002
10667	-0,58073	-0,97106	0,	1,1529e-002
10668	-1,1262	0,50096	0,	1,2244e-002
10669	-1,0894	0,39551	0,	1,1505e-002
10670	0,255	-1,1331	0,	3,9135e-002
10671	0,18929	-1,2222	0,	3,1496e-002
10672	-0,16618	-1,2113	0,	1,1039e-002
10673	-0,35753	-1,0796	0,	9,9202e-003
10674	0,3558	1,1839	0,	2,2248e-003
10675	0,26892	1,124	0,	3,5467e-003
10676	0,63741	-0,71495	0,	4,255e-002
10677	-0,81423	-0,92441	0,	1,0888e-002
10678	-0,81717	-0,81349	0,	1,3076e-002
10679	1,2201	0,17992	0,	6,8187e-003
10680	1,1323	0,24572	0,	7,5414e-003
10681	1,1909	-0,3402	0,	2,2442e-003
10682	1,1309	-0,24969	0,	2,7551e-003
10683	0,92565	-0,81121	0,	2,8296e-002
10684	0,81444	-0,81483	0,	3,6458e-002
10685	-1,0383	-7,9889e-002	0,	1,3281e-002
10686	-0,94951	-0,12003	0,	1,3872e-002
10687	0,18638	0,94317	0,	6,5548e-003
10688	0,22118	0,8332	0,	4,0158e-004
10689	0,94934	0,16705	0,	3,4359e-003
10690	0,94787	5,2101e-002	0,	1,9393e-003
10691	0,71357	-0,63887	0,	3,5966e-002
10692	0,77817	-0,5466	0,	2,5587e-002
10693	-0,64173	-0,71274	0,	1,5038e-002
10694	-0,55266	-0,77581	0,	1,2798e-002
10695	0,83843	-0,22649	0,	-2,0752e-004
10696	0,94775	-0,1726	0,	2,6857e-003
10697	-1,1121	-0,22555	0,	1,3394e-002
10698	-1,0953	-0,32792	0,	1,3721e-002
10699	-0,85908	-0,74064	0,	1,3657e-002
10700	-0,92237	-0,64748	0,	1,3986e-002
10701	-1,132	0,22752	0,	9,7546e-003
10702	-1,1011	0,31597	0,	1,0249e-002
10703	0,51912	0,82358	0,	2,817e-003
10704	0,58356	0,89356	0,	4,4163e-003
10705	0,42063	-1,0741	0,	4,7381e-002
10706	0,32805	-1,0988	0,	4,4343e-002
10707	0,85224	0,43819	0,	5,8647e-003
10708	0,93807	0,47928	0,	8,5994e-003
10709	0,66117	-1,0214	0,	4,4182e-002
10710	0,57241	-0,97515	0,	4,8515e-002
10711	-0,66706	1,0331	0,	4,6917e-002
10712	-0,5896	0,97141	0,	4,9869e-002
10713	-0,35801	1,0792	0,	4,2253e-002
10714	-0,43856	1,0641	0,	4,5828e-002
10715	0,60663	0,97183	0,	4,7612e-003
10716	0,54646	1,0248	0,	3,735e-003
10717	0,65517	1,0529	0,	4,9008e-003
10718	-1,129	-3,8513e-002	0,	1,2026e-002
10719	-1,2179	1,6241e-003	0,	1,0138e-002
10720	-1,1325	5,3912e-002	0,	1,1023e-002
10721	0,93191	-0,492	0,	1,3885e-002
10722	1,0318	-0,50237	0,	9,8502e-003
10723	1,1255	-0,16579	0,	2,6341e-003
10724	1,0364	-0,11769	0,	2,0058e-003
10725	0,86757	0,71464	0,	8,9619e-003
10726	0,92637	0,63681	0,	9,4685e-003
10727	0,82402	0,62243	0,	7,695e-003
10728	0,76117	0,85923	0,	7,3767e-003
10729	0,80918	0,78765	0,	8,0775e-003
10730	-0,27216	1,104	0,	3,6143e-002
10731	-0,21398	1,0375	0,	3,4247e-002
10732	1,1181	0,49323	0,	1,0095e-002
10733	1,0354	0,49513	0,	9,7292e-003
10734	-0,47108	0,84024	0,	5,0369e-002
10735	-0,51851	0,92337	0,	5,1024e-002
10736	-4,2979e-002	0,95915	0,	2,2051e-002
10737	-0,12829	0,97203	0,	2,9698e-002
10738	-5,3706e-002	1,0535	0,	2,0654e-002
10739	-0,93737	-0,46827	0,	1,6896e-002
10740	-0,83076	-0,46553	0,	1,7584e-002
10741	0,22575	-0,8417	0,	3,1114e-002
10742	-0,73481	0,4371	0,	1,6267e-002
10743	-1,0221	0,64747	0,	2,277e-002
10744	1,2194	-0,18253	0,	2,4905e-003
10745	1,6063e-002	-1,2203	0,	1,9848e-002
10746	0,81125	-0,9258	0,	3,8177e-002
10747	0,51372	1,1266	0,	3,2134e-003
10748	1,1157	-0,49812	0,	6,0074e-003
10749	-0,34146	-1,1749	0,	8,5782e-003
10750	-0,66686	-1,0189	0,	1,0503e-002
10751	-0,80524	0,93458	0,	4,5216e-002
10752	1,1922	0,33707	0,	8,819e-003
10753	-0,86825	-0,15037	0,	1,1548e-002
10754	-0,73182	-0,45482	0,	1,256e-002
10755	0,84076	0,2192	0,	-2,5429e-003
10756	0,60558	-0,60773	0,	2,7377e-002
10757	0,84646	-0,45113	0,	1,5518e-002
10758	-0,44537	0,74413	0,	3,1921e-002
10759	-0,44377	-0,74655	0,	7,9977e-003
10760	0,94722	-5,7344e-002	0,	9,031e-004
10761	0,78479	0,53267	0,	5,3728e-003
10762	-2,0544e-002	1,1307	0,	1,6387e-002
10763	-1,1879	0,35527	0,	8,6059e-003
10764	-0,34122	1,1745	0,	3,6427e-002
10765	0,34352	-1,1922	0,	4,0807e-002
10766	-1,1236	-0,13218	0,	1,2727e-002
10767	0,69227	0,9217	0,	6,2508e-003
10768	-0,9274	-0,80956	0,	1,1117e-002
10769	0,50401	-1,0326	0,	4,8429e-002
10770	-0,52113	1,0264	0,	4,7772e-002
10771	0,91153	0,80203	0,	9,2508e-003
10772	0,98015	0,56046	0,	9,6713e-003
10773	-1,1429	0,13668	0,	1,012e-002
10774	-1,1829	-0,35932	0,	1,1262e-002
10775	-1,0869	-0,4097	0,	1,3475e-002
10776	-0,20326	0,94322	0,	3,7063e-002
10777	0,19721	1,2168	0,	3,5632e-003
10778	0,18697	1,1203	0,	5,3783e-003
10779	-0,97544	-0,56754	0,	1,4186e-002
10780	-1,0374	-0,47757	0,	1,3969e-002
10781	7,2845e-002	0,94973	0,	1,2436e-002
10782	0,14515	1,034	0,	7,6615e-003
10783	0,75003	-0,43619	0,	1,5432e-002
10784	0,43429	0,75549	0,	-3,5406e-003
10785	-0,77185	-0,12106	0,	-1,8382e-002
10786	-0,77401	-0,20493	0,	-1,1565e-002
10787	0,75421	0,42626	0,	-1,6215e-003
10788	-0,60608	-0,60887	0,	1,095e-002
10789	0,85919	-2,8165e-003	0,	-4,9252e-003
