Node Number	X Location (µm)	Y Location (µm)	Z Location (µm)	Directional Deformation (µm)
10790	0,49995	-1,1164	0,	4,567e-002
10791	-0,50964	1,1121	0,	4,4087e-002
10792	-1,2028	-0,18417	0,	1,1179e-002
10793	0,78424	0,9375	0,	7,2132e-003
10794	-1,2106	0,18489	0,	8,8623e-003
10795	1,0237	0,65266	0,	1,031e-002
10796	-1,7421e-003	0,86831	0,	1,5017e-002
10797	7,3431e-002	1,1269	0,	1,0381e-002
10798	-1,125	-0,50897	0,	1,1383e-002
10799	-0,44082	0,64233	0,	-4,8461e-003
10800	-0,35063	0,71027	0,	1,6345e-003
10801	-0,73354	0,26588	0,	-1,3436e-002
10802	-0,7762	0,16482	0,	-1,3148e-002
10803	-0,26764	-0,74401	0,	-1,3572e-002
10804	-0,15082	-0,77707	0,	-1,0309e-002
10805	0,43775	-0,64614	0,	-2,982e-003
10806	0,34289	-0,71439	0,	-7,2408e-005
10807	1,307	-4,9316e-002	0,	3,7086e-003
10808	1,3072	4,7938e-002	0,	4,8094e-003
10809	-1,0137	-0,82678	0,	9,1341e-003
10810	-0,97175	-0,89964	0,	8,831e-003
10811	-0,83	-1,0121	0,	9,0858e-003
10812	-0,90126	-0,97014	0,	8,8735e-003
10813	1,3001	0,14756	0,	6,1216e-003
10814	1,3057	0,23161	0,	7,1553e-003
10815	-0,22731	1,2925	0,	2,3782e-002
10816	-0,13597	1,3033	0,	1,7271e-002
10817	-1,0129	0,82243	0,	3,0621e-002
10818	-0,96322	0,89723	0,	3,6083e-002
10819	1,0128	-0,82793	0,	2,2529e-002
10820	0,97067	-0,9003	0,	2,7304e-002
10821	-0,32548	-1,2716	0,	6,9945e-003
10822	-0,41056	-1,2465	0,	7,1313e-003
10823	1,2501	-0,40427	0,	1,8522e-003
10824	1,2841	-0,33051	0,	1,6683e-003
10825	0,15368	-1,3018	0,	2,5632e-002
10826	0,23486	-1,3061	0,	3,008e-002
10827	0,58831	1,1897	0,	3,2123e-003
10828	0,50704	1,2104	0,	2,5314e-003
10829	-1,2248	0,50822	0,	8,7479e-003
10830	-1,1748	0,57437	0,	1,1861e-002
10831	-0,23637	0,84491	0,	3,2685e-002
10832	2,1278e-002	1,2171	0,	1,0654e-002
10833	-1,0224	-0,65677	0,	1,1531e-002
10834	0,14822	0,76736	0,	-1,3996e-002
10835	0,25531	0,74166	0,	-1,6715e-002
10836	0,76718	-0,14731	0,	-1,731e-002
10837	0,74708	-0,26154	0,	-1,2072e-002
10838	0,71507	0,33893	0,	-1,6019e-002
10839	0,64761	0,43341	0,	-1,8563e-002
10840	-0,64167	0,43846	0,	-1,084e-002
10841	-0,69812	0,35076	0,	-1,2191e-002
10842	-0,35253	-0,70859	0,	-1,3244e-002
10843	-0,44336	-0,64295	0,	-1,5061e-002
10844	0,3402	0,70624	0,	-1,7641e-002
10845	0,44622	0,65423	0,	-1,6558e-002
10846	0,71166	-0,34642	0,	-9,8634e-003
10847	0,64336	-0,44189	0,	-6,635e-003
10848	0,59203	0,50669	0,	-1,8987e-002
10849	0,51881	0,59805	0,	-1,6678e-002
10850	0,51103	-0,59056	0,	-1,8242e-003
10851	0,58719	-0,51448	0,	-4,7701e-003
10852	-0,73185	-0,27421	0,	-1,7681e-002
10853	-0,78305	-3,325e-002	0,	-1,6741e-002
10854	-0,78829	7,3642e-002	0,	-1,5013e-002
10855	0,25766	-0,74896	0,	-3,4545e-004
10856	0,14371	-0,77036	0,	-5,1165e-003
10857	5,5906e-002	-0,78155	0,	-6,188e-003
10858	-5,9639e-002	-0,78915	0,	-8,9956e-003
10859	-0,5141	0,58674	0,	-5,9386e-003
10860	-1,127	0,66198	0,	1,7002e-002
10861	0,67592	1,1418	0,	4,3076e-003
10862	5,4054e-002	-1,309	0,	1,8872e-002
10863	-1,2597	0,4147	0,	7,1309e-003
10864	-1,2715	0,33515	0,	7,0633e-003
10865	1,3053	-0,23289	0,	1,9741e-003
10866	0,33687	1,2819	0,	1,6085e-003
10867	0,41351	1,2453	0,	1,9585e-003
10868	-0,13766	-1,3042	0,	9,8074e-003
10869	-0,22786	-1,2928	0,	7,772e-003
10870	-0,89272	0,96772	0,	4,0944e-002
10871	0,90017	-0,97079	0,	3,292e-002
10872	0,1573	1,2995	0,	3,3665e-003
10873	5,7627e-002	1,3066	0,	6,4919e-003
10874	-1,3107	4,7025e-002	0,	8,1074e-003
10875	-1,3036	0,14669	0,	7,5722e-003
10876	1,1739	-0,58196	0,	5,5227e-003
10877	1,2152	-0,49779	0,	3,2216e-003
10878	0,3324	-1,2849	0,	3,617e-002
10879	0,40545	-1,2506	0,	4,008e-002
10880	-0,50409	-1,2117	0,	7,7115e-003
10881	1,251	0,40225	0,	9,3605e-003
10882	1,2845	0,32915	0,	8,4671e-003
10883	-0,32485	1,2713	0,	3,0594e-002
10884	1,1755	0,57885	0,	1,0522e-002
10885	1,1276	0,66664	0,	1,0631e-002
10886	-1,1745	-0,57911	0,	9,4417e-003
10887	-1,1266	-0,66691	0,	9,3403e-003
10888	1,0728	-0,74784	0,	1,5775e-002
10889	-0,6738	-1,1246	0,	8,488e-003
10890	-0,74991	-1,0721	0,	8,7582e-003
10891	-0,58742	-0,51474	0,	-1,6925e-002
10892	-0,64301	-0,44146	0,	-1,7515e-002
10893	-0,74944	1,0847	0,	4,3675e-002
10894	-0,6746	1,1261	0,	4,2881e-002
10895	0,74801	-1,0729	0,	4,0015e-002
10896	0,67016	-1,1263	0,	4,1703e-002
10897	0,58236	-1,1742	0,	4,2401e-002
10898	0,49898	-1,2157	0,	4,2139e-002
10899	-0,5868	1,174	0,	4,1741e-002
10900	-0,50423	1,2117	0,	3,9494e-002
10901	0,81618	1,0289	0,	6,7097e-003
10902	0,88508	0,96644	0,	7,8314e-003
10903	-1,3	-0,14502	0,	8,9535e-003
10904	-1,2885	-0,23839	0,	9,1043e-003
10905	-1,2589	-0,41771	0,	9,1394e-003
10906	-1,2673	-0,33593	0,	9,37e-003
10907	1,014	0,82294	0,	9,8216e-003
10908	0,95557	0,89595	0,	8,9988e-003
10909	0,76873	0,14112	0,	-1,8498e-002
10910	0,77992	5,3314e-002	0,	-1,9621e-002
10911	-0,14659	0,77767	0,	-1,7203e-003
10912	-5,8783e-002	0,78887	0,	-3,4226e-003
10913	-0,69728	-0,35944	0,	-1,6285e-002
10914	-0,5855	0,51105	0,	-9,226e-003
10915	-0,51595	-0,58677	0,	-1,7229e-002
10916	0,74964	0,2537	0,	-1,623e-002
10917	-0,2654	0,74485	0,	2,6573e-004
10918	5,7041e-002	0,77945	0,	-1,1897e-002
10919	0,77927	-5,6131e-002	0,	-1,8434e-002
10920	-1,0728	0,74234	0,	2,3216e-002
10921	0,73609	1,0889	0,	5,3294e-003
10922	-3,7991e-002	-1,3113	0,	1,3821e-002
10923	1,2999	-0,14899	0,	2,7189e-003
10924	-1,2927	0,23753	0,	7,1753e-003
10925	0,23925	1,3031	0,	2,0874e-003
10926	-0,82938	1,0249	0,	4,3322e-002
10927	0,82794	-1,013	0,	3,7347e-002
10928	-3,6349e-002	1,3104	0,	1,0846e-002
10929	-1,3071	-4,5401e-002	0,	8,5972e-003
10930	-0,58619	-1,1724	0,	8,1739e-003
10931	-0,4107	1,2466	0,	3,5738e-002
10932	1,0738	0,743	0,	1,0418e-002
10933	-1,0735	-0,74685	0,	9,2754e-003
10934	1,2162	0,49578	0,	1,0161e-002
10935	-1,2241	-0,51124	0,	9,1388e-003
10936	1,1261	-0,66957	0,	1,0221e-002
3724	1,3936	1,3763	0,	4,6799e-003
3725	1,4519	1,6526	0,	2,0085e-003
3726	1,6681	1,4352	0,	4,159e-003
3730	-1,955	-0,13772	0,	1,692e-003
3731	-2,2012	-4,1716e-003	0,	8,7448e-004
3732	-1,9574	0,11953	0,	1,3244e-003
3736	1,6759	0,48673	0,	6,6955e-003
3737	1,9129	0,40754	0,	3,7574e-003
3738	1,7284	0,24147	0,	3,8499e-003
3742	-1,9303	0,35705	0,	1,1263e-003
3743	-2,1732	0,2959	0,	7,2358e-004
3746	-1,4681	0,95166	0,	6,8406e-003
3747	-1,7101	0,95777	0,	1,7845e-003
3748	-1,5642	1,1797	0,	7,0064e-003
3752	-1,3888	1,3812	0,	1,6265e-002
3753	-1,3216	1,1439	0,	1,7358e-002
3756	0,39578	1,9209	0,	3,2177e-004
3757	0,604	2,1083	0,	2,77e-004
3758	0,63065	1,858	0,	3,6808e-004
3762	-1,946	-0,88158	0,	1,8402e-003
3763	-1,8583	-0,62464	0,	2,359e-003
3764	-1,6427	-0,74691	0,	3,2473e-003
3768	1,1956	1,5527	0,	2,3377e-003
3770	-1,7426	0,23681	0,	2,1049e-003
3772	1,1541	1,3146	0,	4,873e-003
3774	-1,6918	-0,98802	0,	2,5323e-003
3776	-1,8464	1,1989	0,	1,4916e-003
3778	0,48242	1,69	0,	4,209e-004
3780	-1,6617	1,4451	0,	7,0866e-003
3782	-1,7504	-5,5423e-003	0,	2,5307e-003
3784	-1,6902	-0,48064	0,	3,3776e-003
3786	-0,93397	-1,7163	0,	1,6331e-003
3787	-0,94152	-1,4679	0,	2,9281e-003
3788	-0,72219	-1,5875	0,	2,4538e-003
3792	0,24053	-1,7258	0,	1,2658e-002
3793	0,40589	-1,9103	0,	1,2806e-002
3794	0,13225	-1,948	0,	4,0619e-003
3798	-0,14083	-1,9482	0,	1,2843e-003
3799	-3,048e-003	-1,7431	0,	4,2811e-003
3802	9,339e-003	2,2061	0,	4,0068e-004
3803	0,13786	1,9577	0,	3,9888e-004
3804	-0,11934	1,9636	0,	1,1937e-003
3808	-0,28327	2,1841	0,	1,3282e-003
3809	-0,35384	1,944	0,	4,8522e-003
3812	-1,8178	0,73942	0,	1,128e-003
3813	-1,5943	0,74014	0,	2,2774e-003
3816	-1,1892	1,5526	0,	1,9436e-002
3817	-1,1521	1,3145	0,	2,5534e-002
3820	1,8349	0,67766	0,	6,2462e-003
3822	1,8541	1,1843	0,	5,5486e-003
3823	1,7189	0,93361	0,	7,3719e-003
3824	1,5693	1,1687	0,	6,8625e-003
3828	-1,3767	-1,3891	0,	2,3924e-003
3829	-1,314	-1,1501	0,	3,5367e-003
3830	-1,1396	-1,3206	0,	3,345e-003
3834	-0,41205	-1,9097	0,	1,1228e-003
3835	-0,31113	-2,1751	0,	6,4539e-004
3838	1,3168	-1,1438	0,	1,0126e-002
3839	1,5618	-1,1732	0,	2,8735e-003
3840	1,3804	-1,3834	0,	1,0116e-002
3844	0,67662	-1,8326	0,	1,9439e-002
3845	0,60904	-2,1117	0,	1,2031e-002
3848	0,30653	2,1824	0,	2,8285e-004
3850	-1,92	-0,39324	0,	2,0917e-003
3851	-1,7332	-0,24203	0,	3,0588e-003
3854	0,93381	-1,7157	0,	1,8286e-002
3855	0,72172	-1,5865	0,	2,5295e-002
3858	1,7145	-0,93581	0,	4,7904e-004
3859	1,4663	-0,9438	0,	2,5961e-003
3862	1,8324	-0,67956	0,	3,1019e-004
3863	1,5868	-0,72279	0,	4,5095e-004
3866	-1,5544	-1,1898	0,	2,5123e-003
3867	-1,836	-1,1929	0,	1,7397e-003
3870	-0,67895	-1,8324	0,	1,3002e-003
3871	-0,6147	-2,1097	0,	6,9442e-004
3874	0,89028	1,9441	0,	3,7667e-004
3875	0,75216	1,6421	0,	7,8584e-004
3878	2,0047	0,90617	0,	5,1686e-003
3880	-0,85376	1,9207	0,	1,2329e-002
3881	-0,5318	1,7629	0,	1,4348e-002
3882	-0,76883	1,6209	0,	2,0746e-002
3886	2,1136	0,60981	0,	3,4222e-003
3888	0,90596	-2,0021	0,	1,4108e-002
3890	1,5885	0,72278	0,	8,5644e-003
3892	1,8472	-1,1896	0,	5,4421e-004
3894	-0,56803	2,0817	0,	6,6004e-003
3896	0,48391	-1,6741	0,	2,2892e-002
3898	-0,4874	-1,6748	0,	2,0644e-003
3900	-1,4705	-0,95825	0,	3,5492e-003
3902	-1,4425	1,6584	0,	1,3375e-002
3904	-1,9893	0,92269	0,	7,5516e-004
3906	0,24022	1,7341	0,	4,4113e-004
3908	-0,24638	-1,7264	0,	2,0974e-003
3910	1,4698	0,94237	0,	8,8614e-003
3912	1,6577	-1,4423	0,	3,1174e-003
3914	5,6948e-004	1,7539	0,	1,3108e-003
3916	0,30239	-2,1765	0,	4,2268e-003
3918	1,3237	1,1408	0,	7,4523e-003
3920	1,6745	-0,48742	0,	3,8955e-004
3922	-0,24598	1,7522	0,	6,0495e-003
3924	-4,8711e-003	-2,197	0,	8,6577e-004
3926	-2,1798	-0,30167	0,	1,1447e-003
3928	1,2008	1,8325	0,	7,7536e-004
3930	-1,1689	-1,5663	0,	2,0302e-003
3932	-1,7345	0,50715	0,	1,7332e-003
3934	1,9507	0,13235	0,	1,4925e-003
3936	-2,054	0,59983	0,	7,2725e-004
3938	1,4376	-1,6619	0,	9,163e-003
3939	1,1852	-1,8503	0,	1,2095e-002
3940	1,1706	-1,564	0,	1,5977e-002
3944	1,9489	-0,141	0,	5,9375e-004
3945	1,9098	-0,41215	0,	3,5522e-004
3946	1,7266	-0,24681	0,	6,5435e-004
3950	1,1424	-1,3184	0,	1,9385e-002
3952	0,94284	-1,4669	0,	2,3196e-002
3954	-0,98802	1,6815	0,	1,7656e-002
3955	-0,9644	1,4633	0,	2,4849e-002
3958	1,7447	-4,2439e-003	0,	1,6392e-003
3960	0,96299	1,4703	0,	2,3637e-003
3961	0,99509	1,6903	0,	1,0002e-003
3964	-1,6564	-1,4459	0,	1,6851e-003
3966	-0,90946	-2,0007	0,	8,7703e-004
3968	-1,1833	1,8308	0,	1,2906e-002
3970	1,9996	-0,91022	0,	2,9475e-004
3972	-2,1083	-0,59616	0,	1,4569e-003
3974	2,1781	0,3031	0,	1,3562e-003
3976	-1,1876	-1,8503	0,	1,1541e-003
3978	2,1753	-0,31093	0,	3,1596e-004
3980	2,1979	-4,6208e-003	0,	5,2216e-004
3982	-1,4385	-1,6637	0,	1,4615e-003
3984	0,10848	-1,5587	0,	1,2464e-002
3986	-0,93577	-1,2507	0,	4,7779e-003
3988	-1,5646	0,1082	0,	3,8641e-003
3990	-1,1075	1,1037	0,	2,9183e-002
3992	-1,4795	-0,54983	0,	4,9936e-003
3994	1,9903	1,4813	0,	3,2838e-003
3996	-0,83375	2,2969	0,	5,9876e-003
3998	-2,1731	1,1912	0,	5,6259e-004
4000	2,1091	-0,61469	0,	2,6235e-004
4002	-1,4795	0,55072	0,	3,4746e-003
4004	-1,9828	1,4927	0,	1,519e-003
4006	0,17636	2,4759	0,	2,6989e-004
4008	-2,473	-0,17019	0,	6,0497e-004
4010	-2,4705	0,17149	0,	4,9932e-004
4012	-0,1144	1,5692	0,	6,2935e-003
4014	0,54232	-1,4633	0,	3,1608e-002
4016	0,10852	1,5639	0,	1,38e-003
4018	-1,2519	0,93795	0,	1,7195e-002
4020	1,4639	-0,54362	0,	5,6363e-004
4022	1,4639	0,54423	0,	9,0653e-003
4024	1,5591	-0,11245	0,	1,789e-003
4026	0,74805	-1,3704	0,	3,0819e-002
4028	1,2495	-0,93703	0,	9,8114e-003
4030	-1,3854	-0,75539	0,	4,9466e-003
4032	1,5271	-0,32973	0,	8,02e-004
4034	-0,11161	-1,5588	0,	5,0408e-003
4036	-1,5623	-0,1117	0,	4,5136e-003
4038	-1,5432	0,33444	0,	3,4921e-003
4040	-0,76102	1,381	0,	3,0277e-002
4042	1,2519	0,93652	0,	9,5219e-003
4044	-0,74788	-1,3711	0,	4,4029e-003
4046	1,1805	-2,1801	0,	8,8489e-003
4048	-1,1035	-1,1068	0,	5,0293e-003
4050	-1,2519	-0,94123	0,	5,0038e-003
4052	-1,3746	0,75313	0,	6,9387e-003
4054	1,3714	0,74848	0,	1,0037e-002
4056	-1,533	-0,32919	0,	4,9083e-003
4058	-0,9427	1,2501	0,	3,3055e-002
4060	2,1757	-1,1878	0,	3,0176e-004
4062	1,9819	-1,4896	0,	6,1876e-004
4064	0,32675	-1,5268	0,	2,4286e-002
4066	-2,1634	-1,1727	0,	1,1103e-003
4068	0,75784	1,3853	0,	2,3122e-003
4070	1,1084	1,104	0,	7,4946e-003
4071	0,94327	1,2522	0,	4,7422e-003
4074	2,1819	1,1803	0,	3,6574e-003
4076	1,1823	2,1589	0,	3,0178e-004
4077	1,4919	1,9765	0,	6,1016e-004
4080	-1,7505	1,757	0,	6,6838e-003
4082	0,52014	2,4221	0,	2,2185e-004
4084	0,85802	2,3072	0,	2,2271e-004
4086	1,7601	1,7472	0,	1,6644e-003
4088	-0,50158	2,415	0,	1,6772e-003
4090	2,3282	0,85377	0,	2,737e-003
4092	0,16755	-2,4718	0,	7,0211e-004
4094	-0,17609	-2,4711	0,	4,3618e-004
4096	-0,56131	1,4927	0,	2,601e-002
4097	-0,34329	1,5539	0,	1,6852e-002
4100	-0,16311	2,4751	0,	4,1504e-004
4102	0,55139	1,4791	0,	1,0039e-003
4104	-0,54357	-1,464	0,	3,7497e-003
4106	1,527	0,32849	0,	6,6578e-003
4108	0,93663	-1,2501	0,	2,8345e-002
4110	1,5589	0,10751	0,	3,8322e-003
4112	1,3704	-0,74834	0,	2,4755e-003
4114	1,1042	-1,1049	0,	2,1102e-002
4116	-0,32959	-1,5272	0,	3,4461e-003
4118	0,32832	1,5333	0,	5,8471e-004
4120	-1,1873	-2,1769	0,	6,3739e-004
4122	-1,4781	1,9819	0,	8,935e-003
4124	-2,4069	0,51782	0,	4,5914e-004
4126	-1,9825	-1,4832	0,	1,1365e-003
4128	-1,161	2,1552	0,	7,719e-003
4130	-0,86143	-2,3233	0,	4,81e-004
4132	0,51239	-2,4244	0,	4,4813e-003
4134	-2,3098	-0,84718	0,	9,7768e-004
4136	-0,52161	-2,4218	0,	4,0853e-004
4138	-2,4218	-0,51076	0,	7,7168e-004
4140	2,4252	0,51273	0,	1,1942e-003
4142	0,85352	-2,3268	0,	9,7375e-003
4144	-2,308	0,85775	0,	4,7403e-004
4146	2,4216	-0,52143	0,	2,0399e-004
4147	2,3228	-0,86149	0,	2,2502e-004
4150	-1,4883	-1,9843	0,	8,5019e-004
4151	-1,7544	-1,7527	0,	1,0475e-003
4154	1,482	-1,9874	0,	7,174e-003
4156	2,4713	-0,17588	0,	2,5111e-004
4158	1,7492	-1,7565	0,	3,2577e-003
4160	2,4725	0,16786	0,	4,3458e-004
11697	1,4227	1,5144	0,	3,1925e-003
11698	1,56	1,5439	0,	3,0977e-003
11699	1,5308	1,4057	0,	4,4903e-003
11700	-2,0781	-7,0944e-002	0,	1,1896e-003
11701	-2,0793	5,7677e-002	0,	1,066e-003
11702	-1,9562	-9,0946e-003	0,	1,4812e-003
11703	1,7944	0,44713	0,	5,1751e-003
11704	1,8207	0,3245	0,	3,852e-003
11705	1,7022	0,3641	0,	5,352e-003
11706	-1,9439	0,23829	0,	1,1855e-003
11707	-2,0653	0,20771	0,	9,4816e-004
11708	-2,0518	0,32648	0,	8,8255e-004
11709	-1,5891	0,95472	0,	3,4862e-003
11710	-1,6371	1,0687	0,	3,6726e-003
11711	-1,5161	1,0657	0,	7,0552e-003
11712	-1,4765	1,2804	0,	1,1445e-002
11713	-1,3552	1,2625	0,	1,7006e-002
11714	-1,4429	1,1618	0,	1,1226e-002
11715	0,49989	2,0146	0,	2,9929e-004
11716	0,61732	1,9832	0,	3,0962e-004
11717	0,51322	1,8895	0,	3,3143e-004
11718	-1,9022	-0,75311	0,	2,086e-003
11719	-1,7505	-0,68578	0,	2,7984e-003
11720	-1,7944	-0,81425	0,	2,4291e-003
11721	1,2946	1,4645	0,	3,4857e-003
11722	1,3237	1,6026	0,	2,1956e-003
11723	-2,1872	0,14587	0,	7,7997e-004
11724	-1,8365	0,29693	0,	1,5024e-003
11725	-1,85	0,17817	0,	1,6273e-003
11726	1,1749	1,4337	0,	3,4865e-003
11727	1,2738	1,3454	0,	4,8394e-003
11728	-1,8189	-0,9348	0,	2,1673e-003
11729	-1,6672	-0,86747	0,	2,8688e-003
11730	-1,7782	1,0784	0,	1,6416e-003
11731	-1,7053	1,1893	0,	3,277e-003
11732	0,55653	1,774	0,	3,9334e-004
11733	0,4391	1,8055	0,	3,624e-004
11734	-1,5252	1,4132	0,	1,0971e-002
11735	-1,6129	1,3124	0,	7,1851e-003
11736	-1,8527	-7,1629e-002	0,	2,0584e-003
11737	-1,8539	5,6992e-002	0,	1,7939e-003
11738	-1,7743	-0,55264	0,	2,8032e-003
11739	-1,6665	-0,61378	0,	3,3389e-003
11740	-0,93775	-1,5921	0,	2,1634e-003
11741	-0,83186	-1,5277	0,	2,7078e-003
11742	-0,82808	-1,6519	0,	1,9734e-003
11743	0,32321	-1,8181	0,	1,293e-002
11744	0,26907	-1,9292	0,	7,8021e-003
11745	0,18639	-1,8369	0,	7,3743e-003
11746	-4,2907e-003	-1,9481	0,	2,1022e-003
11747	-7,1941e-002	-1,8457	0,	2,168e-003
11748	6,4602e-002	-1,8456	0,	4,2289e-003
11749	7,3599e-002	2,0819	0,	4,2053e-004
11750	9,2616e-003	1,9607	0,	5,7568e-004
11751	-5,4998e-002	2,0848	0,	5,6336e-004
11752	-0,2013	2,0739	0,	1,3538e-003
11753	-0,23659	1,9538	0,	2,5853e-003
11754	-0,31856	2,0641	0,	2,6401e-003
11755	-1,7639	0,84859	0,	1,2835e-003
11756	-1,6522	0,84895	0,	1,9786e-003
11757	-1,7061	0,73978	0,	1,5199e-003
11758	-1,289	1,4669	0,	1,8871e-002
11759	-1,1707	1,4336	0,	2,2535e-002
11760	-1,2704	1,3479	0,	2,0882e-002
11761	1,7554	0,58219	0,	6,5725e-003
11762	1,8739	0,5426	0,	5,1519e-003
11763	1,7865	1,059	0,	6,5083e-003
11764	1,6441	1,0512	0,	7,3927e-003
11765	1,7117	1,1765	0,	6,2884e-003
11766	1,6187	1,302	0,	5,4863e-003
11767	1,4814	1,2725	0,	5,952e-003
11768	-1,3454	-1,2696	0,	2,9158e-003
11769	-1,2268	-1,2354	0,	3,4775e-003
11770	-1,2582	-1,3549	0,	2,8038e-003
11771	-0,27644	-1,9289	0,	1,1422e-003
11772	-0,22598	-2,0616	0,	8,5629e-004
11773	-0,36159	-2,0424	0,	8,3284e-004
11774	1,4393	-1,1585	0,	5,768e-003
11775	1,4711	-1,2783	0,	6,2954e-003
11776	1,3486	-1,2636	0,	1,0478e-002
11777	0,54125	-1,8714	0,	1,6795e-002
11778	0,64283	-1,9721	0,	1,5905e-002
11779	0,50746	-2,011	0,	1,2591e-002
11780	0,35116	2,0517	0,	3,0547e-004
11781	0,26682	1,9393	0,	3,5052e-004
11782	0,22219	2,0701	0,	3,3743e-004
11783	-1,9375	-0,26548	0,	1,9137e-003
11784	-1,8441	-0,18987	0,	2,2876e-003
11785	-1,8266	-0,31764	0,	2,5143e-003
11786	0,80521	-1,7741	0,	1,9735e-002
11787	0,69917	-1,7095	0,	2,2856e-002
11788	0,82776	-1,6511	0,	2,1928e-002
11789	1,6382	-1,0545	0,	1,1365e-003
11790	1,5141	-1,0585	0,	2,8296e-003
11791	1,5904	-0,9398	0,	1,0153e-003
11792	1,7735	-0,80768	0,	3,4573e-004
11793	1,6507	-0,8293	0,	4,9534e-004
11794	1,7096	-0,70117	0,	3,5624e-004
11795	-1,6952	-1,1914	0,	2,0919e-003
11796	-1,7639	-1,0904	0,	2,097e-003
11797	-1,6231	-1,0889	0,	2,534e-003
11798	-0,5455	-1,8711	0,	1,1771e-003
11799	-0,51337	-2,0097	0,	8,667e-004
11800	-0,64683	-1,9711	0,	9,3781e-004
11801	0,82122	1,7931	0,	5,1865e-004
11802	0,6914	1,7501	0,	4,7583e-004
11803	0,76046	1,9011	0,	3,737e-004
11804	1,8618	0,91989	0,	6,2891e-003
11805	1,9198	0,79192	0,	5,7786e-003
11806	1,7769	0,80564	0,	7,0243e-003
11807	-0,69278	1,8418	0,	1,386e-002
11808	-0,65031	1,6919	0,	1,8204e-002
11809	-0,8113	1,7708	0,	1,6121e-002
11810	-1,2368	1,2292	0,	2,2212e-002
11811	1,9294	1,0452	0,	5,5672e-003
11812	-1,5312	0,8459	0,	3,8136e-003
11813	-1,891	-1,0372	0,	1,8189e-003
11814	0,11874	-1,7345	0,	7,7727e-003
11815	-1,7418	-0,12379	0,	2,8256e-003
11816	0,15793	2,1943	0,	3,322e-004
11817	-1,754	1,322	0,	3,5352e-003
11818	0,61729	1,6661	0,	5,4546e-004
11819	0,74714	2,0262	0,	3,0449e-004
11820	1,9742	0,64373	0,	4,7723e-003
11821	2,0133	0,50867	0,	3,6602e-003
11822	0,91988	-1,8589	0,	1,6366e-002
11823	0,79129	-1,9173	0,	1,6778e-002
11824	1,7117	0,70022	0,	7,4571e-003
11825	1,6537	0,82819	0,	8,0472e-003
11826	1,7809	-1,0627	0,	5,4679e-004
11827	1,7045	-1,1814	0,	1,149e-003
11828	-0,54991	1,9223	0,	9,9158e-003
11829	-0,71089	2,0012	0,	1,0019e-002
11830	0,4449	-1,7922	0,	1,7448e-002
11831	0,58026	-1,7533	0,	2,1266e-002
11832	-0,58318	-1,7536	0,	1,6179e-003
11833	-0,44972	-1,7922	0,	1,4968e-003
11834	-1,5125	-1,074	0,	2,9845e-003
11835	-1,5812	-0,97314	0,	2,976e-003
11836	-1,4156	1,5198	0,	1,492e-002
11837	-1,3159	1,6055	0,	1,6561e-002
11838	-1,9035	0,83106	0,	8,8766e-004
11839	-1,8497	0,94023	0,	9,9162e-004
11840	0,318	1,8275	0,	3,7749e-004
11841	0,18904	1,8459	0,	4,4041e-004
11842	-0,32922	-1,818	0,	1,479e-003
11843	-0,19361	-1,8373	0,	1,5879e-003
11844	1,5943	0,93799	0,	8,2051e-003
11845	1,5196	1,0556	0,	7,9439e-003
11846	1,5191	-1,4128	0,	6,0454e-003
11847	1,6098	-1,3077	0,	3,1411e-003
11848	6,9214e-002	1,8558	0,	5,8671e-004
11849	-5,9383e-002	1,8587	0,	1,301e-003
11850	0,35414	-2,0434	0,	7,5399e-003
11851	0,21732	-2,0623	0,	4,2229e-003
11852	1,3586	1,2585	0,	6,0456e-003
11853	1,4465	1,1547	0,	7,2683e-003
11854	1,6306	-0,60511	0,	3,5134e-004
11855	1,7534	-0,58349	0,	3,4872e-004
11856	-0,18266	1,8579	0,	2,7561e-003
11857	-0,29991	1,8481	0,	5,8698e-003
11858	-7,2853e-002	-2,0726	0,	1,0203e-003
11859	6,3691e-002	-2,0725	0,	1,7768e-003
11860	-2,0499	-0,34746	0,	1,5475e-003
11861	-2,0674	-0,21969	0,	1,3925e-003
11862	1,3264	1,7425	0,	1,2679e-003
11863	1,1982	1,6926	0,	1,3387e-003
11864	-1,0552	-1,5171	0,	2,4135e-003
11865	-1,0514	-1,6413	0,	1,823e-003
11866	-1,7386	0,37198	0,	1,8287e-003
11867	-1,8324	0,4321	0,	1,3476e-003
11868	1,9318	0,26994	0,	2,5378e-003
11869	1,8396	0,18691	0,	2,5004e-003
11870	-0,80646	-1,7744	0,	1,4281e-003
11871	-0,70057	-1,7099	0,	1,7451e-003
11872	-2,1136	0,44786	0,	7,0941e-004
11873	-1,9922	0,47844	0,	8,8624e-004
11874	1,3114	-1,7561	0,	1,0881e-002
11875	1,1779	-1,7071	0,	1,3965e-002
11876	1,3041	-1,6129	0,	1,246e-002
11877	1,9294	-0,27658	0,	4,345e-004
11878	1,8182	-0,32948	0,	4,5404e-004
11879	1,8377	-0,1939	0,	6,2785e-004
11880	-1,8051	-0,43694	0,	2,6825e-003
11881	-1,8892	-0,50894	0,	2,2426e-003
11882	1,1565	-1,4412	0,	1,7731e-002
11883	1,2614	-1,3509	0,	1,4617e-002
11884	1,2755	-1,4737	0,	1,3737e-002
11885	0,93832	-1,5913	0,	2,0612e-002
11886	1,0567	-1,5154	0,	1,9432e-002
