Node Number	X Location (µm)	Y Location (µm)	Z Location (µm)	Directional Deformation (µm)
24440	0,57728	-0,51405	0,	4,0698e-002
24441	0,53501	-0,53728	0,	4,7091e-002
24442	-0,50564	-0,57925	0,	1,9147e-002
24443	-0,52776	-0,54037	0,	2,0093e-002
24444	8,2089e-003	0,74219	0,	1,8851e-002
24445	6,0244e-002	0,74144	0,	1,3165e-002
24446	-0,72482	0,19055	0,	1,8161e-002
24447	-0,70808	0,2401	0,	2,0612e-002
24448	0,19945	0,71191	0,	5,6952e-003
24449	0,24824	0,69443	0,	5,2141e-003
24450	-0,38562	-0,65374	0,	1,8574e-002
24451	-0,42962	-0,6311	0,	1,8801e-002
24452	0,35199	-0,60124	0,	6,2316e-002
24453	0,65398	-0,24903	0,	8,8461e-003
24454	-7,7548e-002	-0,69743	0,	2,5915e-002
24455	0,67419	-0,16243	0,	4,404e-003
24456	-0,16336	-0,67974	0,	2,0208e-002
24457	-0,54116	0,4056	0,	4,5909e-002
24458	-0,4595	0,49131	0,	5,8281e-002
24459	-0,3409	-0,66401	0,	1,8382e-002
24460	0,68839	0,28633	0,	1,5425e-002
24461	-0,3761	0,57407	0,	6,2753e-002
24462	0,68083	-5,3802e-002	0,	4,0704e-003
24463	0,37245	0,56773	0,	6,5714e-003
24464	0,18789	-0,72027	0,	5,7336e-002
24465	0,56973	0,47839	0,	1,4784e-002
24466	0,61342	-0,33591	0,	1,8698e-002
24467	-0,55863	-0,49121	0,	2,1582e-002
24468	-0,69568	0,28626	0,	2,3573e-002
24469	2,5887e-002	-0,7001	0,	3,8684e-002
24470	0,59808	-0,47393	0,	3,4933e-002
24471	-0,46808	-0,60005	0,	1,9416e-002
24472	-0,32344	0,70393	0,	5,933e-002
24473	0,30561	0,67204	0,	6,6519e-003
24474	0,73319	5,2664e-002	0,	9,7537e-003
24475	-9,8419e-002	0,74151	0,	3,365e-002
24476	-5,2295e-002	0,73791	0,	2,7183e-002
24477	0,46811	-0,58774	0,	5,5866e-002
24478	-0,74218	0,13445	0,	1,6973e-002
24479	-0,68867	0,14187	0,	1,8522e-002
24480	0,1573	0,7337	0,	6,6105e-003
24481	0,16573	0,67626	0,	5,4617e-003
24482	7,7212e-002	0,69578	0,	1,155e-002
24483	0,1066	0,74371	0,	9,2558e-003
24484	0,66216	0,42382	0,	1,6567e-002
24485	0,68146	0,3921	0,	1,6611e-002
24486	-0,61588	-0,28953	0,	3,0518e-002
24487	-0,67406	-0,2951	0,	2,324e-002
24488	-0,70152	-0,2579	0,	2,2161e-002
24489	-0,70613	-0,21154	0,	2,2907e-002
24490	-0,75379	4,9994e-002	0,	1,7675e-002
24491	-0,75957	9,3191e-002	0,	1,6678e-002
24492	-0,65891	0,24413	0,	2,3192e-002
24493	-2,9651e-002	0,68923	0,	2,4567e-002
24494	-0,30696	0,65234	0,	6,0639e-002
24495	-0,49855	-0,49293	0,	2,5831e-002
24496	0,56761	-0,4318	0,	3,3587e-002
24497	-0,34603	-0,61445	0,	1,9949e-002
24498	0,26525	0,63209	0,	3,9569e-003
24499	0,68388	0,34925	0,	1,6317e-002
24500	0,67561	7,1405e-002	0,	7,476e-003
24501	0,13255	-0,74013	0,	5,1427e-002
24502	0,50127	-0,56114	0,	5,1725e-002
24503	0,44066	-0,55445	0,	5,628e-002
24504	-0,14469	0,71894	0,	4,1231e-002
24505	0,62477	0,44581	0,	1,6028e-002
24506	-0,71851	-0,14893	0,	2,2173e-002
24507	-0,72986	-9,8096e-002	0,	2,145e-002
24508	-0,75454	-1,6098e-003	0,	1,877e-002
24509	-0,70678	3,4159e-002	0,	1,9376e-002
24510	0,62071	-0,1972	0,	6,2223e-003
24511	0,59966	-0,23651	0,	8,8553e-003
24512	-0,11239	-0,64555	0,	2,1599e-002
24513	-0,15255	-0,62553	0,	1,8561e-002
24514	0,25008	-0,5861	0,	4,7302e-002
24515	0,19901	-0,60807	0,	4,7353e-002
24516	-0,44329	0,43291	0,	3,5569e-002
24517	-0,40045	0,47502	0,	3,9036e-002
24518	0,41599	0,46293	0,	3,0467e-003
24519	0,46515	0,42432	0,	4,4734e-003
24520	-0,55056	-0,29431	0,	2,1014e-002
24521	-0,58229	-0,23962	0,	2,2364e-002
24522	0,50756	-0,50398	0,	4,6731e-002
24523	-0,65999	-0,17224	0,	2,8001e-002
24524	0,61987	-0,14991	0,	3,1483e-003
24525	-6,6737e-002	-0,64322	0,	2,4625e-002
24526	0,63521	0,32048	0,	1,3728e-002
24527	-0,74743	-5,2e-002	0,	1,9718e-002
24528	0,13901	-0,68524	0,	5,2954e-002
24529	0,57565	0,41597	0,	1,3353e-002
24530	-0,42921	-0,57313	0,	2,2058e-002
24531	-0,24386	0,65041	0,	5,5296e-002
24532	-0,20429	0,68189	0,	5,0585e-002
24533	0,35906	-0,54328	0,	5,2438e-002
24534	0,30355	-0,56347	0,	4,9726e-002
24535	-0,34162	0,46212	0,	1,0948e-002
24536	-0,35783	0,52052	0,	4,5387e-002
24537	0,31739	0,54311	0,	2,6569e-003
24538	0,36722	0,50115	0,	1,4061e-003
24539	-0,52308	0,34337	0,	3,0567e-002
24540	-0,48427	0,38697	0,	3,3249e-002
24541	-0,2104	-0,60292	0,	1,5524e-002
24542	-0,2593	-0,58543	0,	1,5871e-002
24543	-0,52329	-0,34655	0,	2,2021e-002
24544	-0,48971	-0,29664	0,	-1,0299e-002
24545	0,57984	-0,29341	0,	1,5173e-002
24546	0,56033	-0,34098	0,	2,2055e-002
24547	0,11133	0,64588	0,	7,8569e-003
24548	0,15349	0,6241	0,	4,3659e-003
24549	0,61483	9,9258e-002	0,	2,5957e-003
24550	0,62752	3,5389e-002	0,	3,0334e-003
24551	-0,655	0,1049	0,	1,8058e-002
24552	-0,63764	0,16101	0,	1,8518e-002
24553	-5,0124e-002	0,64601	0,	2,6662e-002
24554	1,038e-002	0,65029	0,	1,8063e-002
24555	-0,14975	0,6479	0,	4,2819e-002
24556	0,25714	-0,52814	0,	1,9148e-002
24557	-0,31727	0,56117	0,	5,0619e-002
24558	-0,68994	-6,3542e-002	0,	2,3172e-002
24559	0,36093	0,43831	0,	-9,9911e-003
24560	-0,42522	0,37068	0,	7,8815e-004
24561	-0,15943	-0,56874	0,	4,0389e-003
24562	-0,49592	-0,39632	0,	2,3305e-002
24563	0,54657	-0,24158	0,	6,1067e-003
24564	6,4976e-002	0,64361	0,	1,1627e-002
24565	-0,59993	0,26047	0,	2,351e-002
24566	-0,56665	0,29633	0,	2,7287e-002
24567	-0,53747	-0,18687	0,	-1,5572e-002
24568	-0,60278	-0,18209	0,	2,14e-002
24569	0,60704	0,15961	0,	4,9514e-003
24570	0,55895	0,1236	0,	-7,5031e-003
24571	0,44755	-0,49292	0,	4,8486e-002
24572	0,41438	-0,51952	0,	5,299e-002
24573	-0,64803	4,5193e-002	0,	1,5943e-002
24574	-0,597	6,4331e-002	0,	7,9751e-003
24575	0,20944	0,5968	0,	2,2171e-003
24576	0,26681	0,57441	0,	1,6095e-003
24577	0,54695	-0,38777	0,	2,9446e-002
24578	0,52065	-0,43609	0,	3,8267e-002
24579	0,51764	0,38072	0,	7,3986e-003
24580	0,57269	0,34814	0,	1,1508e-002
24581	-0,31972	-0,56619	0,	1,8863e-002
24582	-0,36443	-0,55592	0,	2,0492e-002
24583	0,62909	-2,4624e-002	0,	1,1518e-003
24584	0,62162	-8,5961e-002	0,	1,377e-003
24585	0,15613	-0,63303	0,	4,8454e-002
24586	0,1008	-0,65289	0,	4,5883e-002
24587	-0,50977	0,27769	0,	4,8206e-003
24588	-0,61516	-0,11949	0,	1,8668e-002
24589	0,59544	0,22076	0,	6,1158e-003
24590	0,36594	-0,48175	0,	3,0024e-002
24591	-0,64877	-6,411e-003	0,	1,8077e-002
24592	0,15505	0,56643	0,	-3,0757e-003
24593	0,26157	0,50783	0,	-9,0818e-003
24594	0,56814	-0,12073	0,	-5,7421e-003
24595	-0,4029	-0,52487	0,	2,2671e-002
24596	4,4503e-002	0,6004	0,	8,689e-003
24597	0,56831	3,23e-003	0,	-1,0007e-002
24598	0,1608	-0,57572	0,	2,3973e-002
24599	0,46219	0,35649	0,	-4,0585e-003
24600	-0,2777	-0,52689	0,	4,3238e-003
24601	0,51337	-0,34526	0,	2,2387e-002
24602	0,48129	-0,46906	0,	4,3883e-002
24603	-0,15338	0,58285	0,	2,5816e-002
24604	-9,3787e-002	0,6199	0,	2,7139e-002
24605	-0,27244	0,61279	0,	5,7029e-002
24606	5,2611e-002	-0,65149	0,	3,842e-002
24607	-5,1735e-003	-0,64649	0,	3,0983e-002
24608	-0,61232	0,21431	0,	2,0085e-002
24609	-0,47631	-0,44289	0,	2,6098e-002
24610	-0,44282	-0,39544	0,	4,7331e-003
24611	-0,32747	0,40335	0,	-2,5235e-002
24612	-0,28485	0,44885	0,	-1,623e-002
24613	6,9737e-002	-0,59928	0,	2,3752e-002
24614	-5,3756e-002	0,58096	0,	7,4675e-003
24615	0,46063	-0,42503	0,	3,4383e-002
24616	-0,44544	-0,49205	0,	2,3696e-002
24617	-0,57866	0,17734	0,	1,4106e-002
24618	-4,0013e-002	-0,59461	0,	1,2678e-002
24619	0,5772	0,28522	0,	8,1385e-003
24620	-0,25417	0,55924	0,	3,5201e-002
24621	-0,6312	-5,2508e-002	0,	1,9664e-002
24622	-0,40821	0,31138	0,	-3,1639e-002
24623	-0,36723	0,35732	0,	-3,0238e-002
24624	0,50542	-0,20608	0,	-1,9718e-002
24625	0,48559	-0,26297	0,	-1,2771e-002
24626	0,10528	0,53368	0,	-2,1842e-002
24627	0,16123	0,50638	0,	-2,9296e-002
24628	-0,47934	-0,19851	0,	-4,4406e-002
24629	-0,49983	-0,14098	0,	-4,1046e-002
24630	0,5136	3,2151e-002	0,	-3,7779e-002
24631	0,51517	-2,7862e-002	0,	-3,7279e-002
24632	0,26049	-0,47151	0,	-1,0472e-002
24633	0,20702	-0,49414	0,	-1,4473e-002
24634	0,30395	0,41556	0,	-3,7811e-002
24635	0,35273	0,37734	0,	-3,6785e-002
24636	-0,22899	-0,49379	0,	-2,4938e-002
24637	-0,28941	-0,47456	0,	-1,9384e-002
24638	-0,38066	-0,47483	0,	1,3223e-002
24639	-0,31047	0,34405	0,	-6,1778e-002
24640	-0,57399	-6,2355e-002	0,	-7,1454e-003
24641	0,53292	0,24842	0,	-2,9404e-003
24642	-0,1981	0,54466	0,	1,2918e-002
24643	-0,14213	0,51666	0,	-1,6387e-002
24644	0,51289	-0,1495	0,	-2,6679e-002
24645	0,45191	-0,17089	0,	-5,5383e-002
24646	5,3992e-002	0,55117	0,	-1,5255e-002
24647	6,0172e-002	0,49113	0,	-4,8146e-002
24648	-0,45619	-0,25157	0,	-4,061e-002
24649	-0,41856	-0,20568	0,	-7,3856e-002
24650	0,51238	8,8047e-002	0,	-3,3864e-002
24651	0,45924	5,6955e-002	0,	-6,7916e-002
24652	0,25969	0,44878	0,	-3,5968e-002
24653	0,25149	0,38781	0,	-6,8574e-002
24654	-0,49013	0,21523	0,	-2,4475e-002
24655	-0,44656	0,26227	0,	-3,2311e-002
24656	0,14759	-0,52079	0,	-1,2161e-002
24657	0,10472	-0,54575	0,	-3,4944e-003
24658	0,47455	-0,31885	0,	3,5566e-004
24659	0,46118	-0,36565	0,	1,1313e-002
24660	0,31556	-0,44762	0,	-6,7971e-003
24661	0,26544	-0,41362	0,	-4,1687e-002
24662	-0,1716	-0,50171	0,	-3,095e-002
24663	-0,18331	-0,44938	0,	-5,9468e-002
24664	-1,5435e-003	-0,55163	0,	-1,1034e-002
24665	-6,3107e-002	-0,54836	0,	-1,4412e-002
24666	-0,24292	0,49304	0,	-6,7863e-003
24667	0,51463	-8,5547e-002	0,	-3,4462e-002
24668	-6,0459e-004	0,55785	0,	-9,4501e-003
24669	-0,42892	-0,30381	0,	-3,5828e-002
24670	0,50459	0,1484	0,	-3,1512e-002
24671	0,20911	0,48008	0,	-3,2986e-002
24672	-0,38857	0,24891	0,	-6,7378e-002
24673	0,15094	-0,46416	0,	-4,6774e-002
24674	0,42181	-0,39861	0,	1,1221e-002
24675	0,37089	-0,42386	0,	3,1699e-003
24676	-0,11375	-0,52432	0,	-2,549e-002
24677	0,4334	-0,28335	0,	-3,1268e-002
24678	-0,55433	0,1175	0,	-9,4567e-003
24679	-0,52901	0,1708	0,	-1,3887e-002
24680	5,6531e-002	-0,54435	0,	-1,1354e-002
24681	-0,28551	-0,40482	0,	-5,7952e-002
24682	-0,33422	-0,43792	0,	-2,1356e-002
24683	-0,51302	-8,5852e-002	0,	-4,1372e-002
24684	-0,52905	-1,8874e-002	0,	-3,6465e-002
24685	0,34056	0,3193	0,	-6,5526e-002
24686	0,39753	0,34205	0,	-3,1604e-002
24687	0,45992	-5,6626e-002	0,	-6,7862e-002
24688	0,15934	0,44733	0,	-6,1229e-002
24689	-0,4658	0,15539	0,	-5,37e-002
24690	-7,5279e-002	-0,48134	0,	-5,5637e-002
24691	-0,37676	-0,40509	0,	-2,1209e-002
24692	-0,45489	-9,7497e-002	0,	-7,4493e-002
24693	0,37144	-0,36448	0,	-2,6599e-002
24694	0,45002	0,29845	0,	-2,4726e-002
24695	3,3436e-002	-0,49809	0,	-4,2503e-002
24696	-0,22878	0,43428	0,	-4,203e-002
24697	-4,4267e-002	0,53174	0,	-2,2243e-002
24698	-0,54736	5,7796e-002	0,	-2,2184e-002
24699	-0,39637	-0,35853	0,	-3,3182e-002
24700	-0,36286	-0,31346	0,	-6,569e-002
24701	0,50317	0,19933	0,	-2,3009e-002
24702	0,4566	0,16378	0,	-5,4286e-002
24703	0,48493	0,26379	0,	-1,8649e-002
24704	-0,53747	1,9299e-002	0,	-2,8989e-002
24705	-0,4948	7,2472e-002	0,	-5,0219e-002
24706	-8,7992e-002	0,49523	0,	-3,7019e-002
24707	-3,484e-002	0,47212	0,	-5,748e-002
24708	0,3782	-0,30695	0,	-4,7276e-002
24709	0,32727	-0,3322	0,	-5,8706e-002
24710	-1,5428e-002	-0,45124	0,	-7,4631e-002
24711	-6,6069e-002	-0,42721	0,	-8,8785e-002
24712	0,11389	0,42221	0,	-8,131e-002
24713	0,16178	0,39591	0,	-8,6992e-002
24714	-0,30333	-0,3085	0,	-9,3144e-002
24715	-0,33588	-0,25379	0,	-9,9683e-002
24716	-0,39847	-0,11085	0,	-0,10144
24717	-0,41166	-5,5723e-002	0,	-0,10088
24718	0,40712	-2,6813e-002	0,	-9,7001e-002
24719	0,40658	-8,4498e-002	0,	-9,2981e-002
24720	0,28449	0,29623	0,	-9,5413e-002
24721	0,3293	0,26094	0,	-9,047e-002
24722	0,16363	-0,40295	0,	-7,9989e-002
24723	0,1042	-0,4296	0,	-7,6175e-002
24724	-0,29475	0,28801	0,	-9,2913e-002
24725	-0,25499	0,33404	0,	-8,7518e-002
24726	0,42028	0,24935	0,	-5,2134e-002
24727	-0,4765	-4,198e-003	0,	-6,7456e-002
24728	-0,13271	0,45704	0,	-5,2557e-002
24729	0,38924	-0,25107	0,	-6,3236e-002
24730	4,2646e-002	-0,44396	0,	-7,545e-002
24731	6,8376e-002	0,43395	0,	-8,0124e-002
24732	7,081e-002	0,38253	0,	-0,10513
24733	0,40491	8,4416e-002	0,	-9,3926e-002
24734	0,40614	2,852e-002	0,	-9,699e-002
24735	0,35234	-0,10988	0,	-0,11439
24736	0,40515	-0,13969	0,	-8,5724e-002
24737	-0,25928	-0,35256	0,	-9,007e-002
24738	-0,23229	-0,29288	0,	-0,12036
24739	-0,39242	-0,16203	0,	-9,6434e-002
24740	-0,34918	-0,12026	0,	-0,12278
24741	0,24022	0,33033	0,	-9,7274e-002
24742	0,22896	0,27196	0,	-0,12092
24743	0,21844	-0,3796	0,	-7,6323e-002
24744	0,1717	-0,34504	0,	-0,1064
24745	-0,36818	0,19145	0,	-9,5655e-002
24746	-0,32983	0,24056	0,	-9,6548e-002
24747	-0,20084	0,31999	0,	-0,1086
24748	-0,21656	0,37604	0,	-7,8546e-002
24749	-0,15708	-0,39712	0,	-9,4036e-002
24750	-0,21447	-0,3892	0,	-8,4517e-002
24751	1,7089e-002	0,45145	0,	-7,1588e-002
24752	0,35279	6,4735e-004	0,	-0,12167
24753	0,39768	-0,19627	0,	-7,6207e-002
24754	-0,36926	-0,21509	0,	-9,5188e-002
24755	0,19596	0,36355	0,	-9,4799e-002
24756	0,27351	-0,35571	0,	-6,8194e-002
24757	-0,27435	0,23054	0,	-0,12101
24758	-0,17463	0,42023	0,	-6,4786e-002
24759	5,5336e-002	-0,38275	0,	-0,10809
24760	-0,11127	-0,41249	0,	-9,2648e-002
24761	-0,14244	-0,35231	0,	-0,11681
24762	0,37321	0,22705	0,	-8,1398e-002
24763	0,40812	0,1924	0,	-7,3408e-002
24764	-0,44193	8,7145e-002	0,	-7,9988e-002
24765	-0,40304	0,13157	0,	-9,3189e-002
24766	-0,42363	1,0475e-002	0,	-9,6619e-002
24767	-0,43204	4,8648e-002	0,	-8,9631e-002
24768	-0,30974	-0,21013	0,	-0,12151
24769	0,34248	-0,21987	0,	-9,4804e-002
24770	0,15051	0,33842	0,	-0,11459
24771	0,31714	0,20398	0,	-0,11074
24772	-5,1425e-002	-0,38239	0,	-0,11191
24773	0,28028	-0,29818	0,	-9,1591e-002
24774	-2,6636e-002	0,41494	0,	-9,0149e-002
24775	-0,34431	0,12321	0,	-0,12162
24776	-0,36721	-2,8772e-003	0,	-0,12256
24777	-0,12049	0,3988	0,	-8,8242e-002
24778	0,40953	0,14148	0,	-8,3384e-002
24779	0,2929	2,4101e-002	0,	-0,14387
24780	0,29388	-3,1232e-002	0,	-0,14335
24781	0,35643	0,11304	0,	-0,11229
24782	0,30848	-8,2558e-002	0,	-0,13463
24783	0,30705	-0,13775	0,	-0,12744
24784	-6,7872e-002	0,37644	0,	-0,10508
24785	-1,5944e-002	0,35577	0,	-0,11887
24786	0,28785	-0,24115	0,	-0,10964
24787	0,23409	-0,26466	0,	-0,11994
24788	-0,30326	-3,8835e-002	0,	-0,14661
24789	-0,31523	2,7364e-002	0,	-0,14278
24790	-3,4856e-002	-0,33885	0,	-0,13126
24791	-8,0061e-002	-0,32413	0,	-0,13549
24792	0,17257	0,24989	0,	-0,14068
24793	0,21684	0,2158	0,	-0,13964
24794	-0,17529	-0,27183	0,	-0,14031
24795	-0,21935	-0,22778	0,	-0,14315
24796	-0,19006	0,27056	0,	-0,13064
24797	-0,15164	0,31256	0,	-0,12283
24798	0,24859	-5,9104e-002	0,	-0,15671
24799	-0,1098	0,33963	0,	-0,11872
24800	7,9884e-002	-0,3339	0,	-0,12766
24801	1,8329e-002	-0,34826	0,	-0,12634
24802	0,29629	-0,18635	0,	-0,12107
24803	0,26364	0,17888	0,	-0,13453
24804	0,30755	0,145	0,	-0,1262
24805	-0,3175	7,8629e-002	0,	-0,13801
24806	-0,28263	0,13852	0,	-0,14119
24807	-0,263	-0,18859	0,	-0,14058
24808	-0,29639	-0,14989	0,	-0,13732
24809	-0,30245	-9,8709e-002	0,	-0,14245
24810	-0,25047	-6,8469e-002	0,	-0,16113
24811	-0,12587	-0,30876	0,	-0,1364
24812	-0,21441	0,2273	0,	-0,14029
24813	-0,16521	0,21987	0,	-0,15279
24814	4,1567e-002	0,33256	0,	-0,12832
24815	8,7084e-002	0,32082	0,	-0,12995
24816	0,12126	0,28846	0,	-0,13739
24817	0,10914	0,23229	0,	-0,15643
24818	-9,9019e-002	0,29019	0,	-0,14021
24819	0,20724	0,15681	0,	-0,15456
24820	-0,25356	4,2672e-002	0,	-0,16123
24821	-1,0307e-002	-0,29	0,	-0,14968
24822	-0,206	-0,16753	0,	-0,15937
24823	0,25243	-0,15903	0,	-0,14195
24824	-0,2495	0,17985	0,	-0,1425
24825	3,2985e-004	0,29406	0,	-0,14359
24826	0,30293	8,7938e-002	0,	-0,13544
24827	0,18169	-0,28639	0,	-0,12667
24828	0,12688	-0,30974	0,	-0,1304
24829	-0,22269	0,13527	0,	-0,15924
24830	-0,11292	-0,24366	0,	-0,15813
24831	0,24402	5,6058e-002	0,	-0,15735
24832	8,9869e-002	-0,27525	0,	-0,14823
24833	0,18926	-0,22937	0,	-0,14312
24834	-0,10194	0,22649	0,	-0,16042
24835	-6,01e-002	0,25356	0,	-0,15526
24836	-0,19013	-0,10112	0,	-0,17267
24837	-0,19094	-4,1249e-002	0,	-0,17687
24838	5,514e-002	0,20866	0,	-0,16822
24839	0,10644	0,17009	0,	-0,17127
24840	-2,5902e-003	0,23036	0,	-0,1642
24841	-0,14647	-0,14031	0,	-0,17522
24842	-0,12629	0,18323	0,	-0,1685
24843	0,20548	-0,11768	0,	-0,16236
24844	0,19472	-0,16628	0,	-0,15689
24845	-0,19603	2,9009e-002	0,	-0,17596
24846	-0,1983	8,0275e-002	0,	-0,17206
24847	0,15308	0,13601	0,	-0,1699
24848	0,19989	9,9097e-002	0,	-0,16468
24849	8,7252e-002	-0,22454	0,	-0,16367
24850	4,0261e-002	-0,2487	0,	-0,16132
24851	0,14232	-0,18801	0,	-0,16404
24852	9,9083e-002	0,11238	0,	-0,18196
24853	-0,13568	-3,6453e-003	0,	-0,18705
24854	-1,2924e-002	-0,23929	0,	-0,16536
24855	-5,2903e-003	0,16816	0,	-0,17952
24856	0,18986	3,526e-002	0,	-0,1727
24857	-0,16517	0,12161	0,	-0,17398
24858	-0,1019	0,12823	0,	-0,18164
24859	9,2713e-002	-0,16146	0,	-0,17679
24860	0,19088	-6,6356e-002	0,	-0,17139
24861	-6,2526e-002	-0,22359	0,	-0,16803
24862	-0,11195	-0,18666	0,	-0,17177
24863	4,7483e-002	9,0761e-002	0,	-0,18973
24864	9,4126e-002	5,6684e-002	0,	-0,18822
24865	-1,1957e-002	-0,18229	0,	-0,17867
24866	-9,6075e-002	-0,12025	0,	-0,18439
24867	0,13205	2,7809e-002	0,	-0,18444
24868	0,17618	-1,5229e-002	0,	-0,17682
24869	-4,8582e-002	0,14037	0,	-0,18393
24870	9,148e-003	0,11867	0,	-0,18783
24871	0,13308	-7,3807e-002	0,	-0,18256
24872	4,1916e-003	6,2978e-002	0,	-0,19405
24873	-8,7459e-002	7,875e-002	0,	-0,18915
24874	2,6181e-002	-0,13914	0,	-0,18591
24875	-2,3421e-002	-0,12343	0,	-0,18851
24876	8,0451e-002	6,1943e-003	0,	-0,19197
24877	8,1248e-002	-0,10261	0,	-0,18677
24878	-5,7938e-002	-7,7092e-002	0,	-0,19201
24879	-9,6475e-002	3,5182e-002	0,	-0,19121
24880	-4,316e-002	4,7319e-002	0,	-0,19444
24881	-9,1384e-002	-3,5076e-002	0,	-0,1919
24882	-4,8245e-003	1,9411e-002	0,	-0,19621
24883	6,6546e-002	-5,148e-002	0,	-0,19224
24884	-1,873e-002	-3,8264e-002	0,	-0,19579
24885	2,8622e-002	-2,2605e-002	0,	-0,19568
14072	-0,96965	-1,0314	0,	2,7073e-003
14073	-1,0846	-0,88361	0,	3,0012e-003
14074	-0,92371	-0,90627	0,	3,7764e-003
14078	-1,2034	-0,70308	0,	3,0804e-003
14079	-1,1884	-0,54293	0,	3,8176e-003
14080	-1,0675	-0,58925	0,	4,7386e-003
14084	-0,68272	-1,2476	0,	1,9201e-003
14085	-0,88714	-1,2215	0,	1,8098e-003
14086	-0,71382	-1,1183	0,	2,8519e-003
14090	-0,98395	-0,80138	0,	4,1305e-003
14091	-1,0659	-0,73134	0,	3,9194e-003
14094	-1,4061	-0,13809	0,	2,2304e-003
14095	-1,361	5,032e-002	0,	2,1206e-003
14096	-1,2914	-8,3462e-002	0,	3,143e-003
14100	1,2314	-0,88917	0,	1,0982e-003
14101	1,0491	-0,83059	0,	4,9367e-003
14102	1,1244	-0,73782	0,	1,5147e-003
14106	-0,83031	-1,0292	0,	3,2402e-003
14108	-1,2081	-6,1507e-003	0,	3,8913e-003
14110	1,2302	-0,68874	0,	4,0378e-004
14112	-0,57996	-1,175	0,	2,6503e-003
14114	-1,3204	-0,53259	0,	2,8085e-003
14116	1,0719	0,84218	0,	1,1402e-002
14117	0,95452	0,95915	0,	8,6649e-003
14118	1,0946	0,98319	0,	8,2655e-003
14122	-0,22116	1,3097	0,	6,6276e-003
14123	-0,16516	1,4358	0,	2,0311e-003
14124	-7,1172e-002	1,3437	0,	1,2762e-003
14128	1,063	-0,95575	0,	6,8543e-003
14129	0,9509	-0,9113	0,	1,2762e-002
14132	-1,2869	-0,20411	0,	3,3642e-003
14134	1,1895	-0,28005	0,	5,6534e-004
14135	1,3506	-0,23728	0,	4,8488e-004
14136	1,2719	-0,37201	0,	3,7625e-004
14140	1,3188	0,23321	0,	6,4162e-003
14141	1,4963	0,25577	0,	3,4347e-003
14142	1,3617	0,10078	0,	2,9703e-003
14146	0,22262	1,3183	0,	3,3246e-004
14147	0,23793	1,4966	0,	2,4506e-004
14148	0,36523	1,3204	0,	3,6603e-004
14152	-9,6101e-002	-1,2837	0,	2,9408e-003
14153	3,4271e-002	-1,3438	0,	4,5245e-003
14154	-0,13915	-1,4063	0,	1,4731e-003
14158	-1,4061	-0,70348	0,	2,0143e-003
14160	0,90798	-0,80341	0,	1,3673e-002
14162	-0,57504	-1,0582	0,	4,0242e-003
14164	1,3885	-0,38995	0,	3,1035e-004
14166	3,8911e-003	-1,5502	0,	1,2844e-003
14168	1,3192	0,37486	0,	9,0314e-003
14170	-1,2386	-0,42219	0,	3,7097e-003
14172	-0,30114	1,4163	0,	5,9426e-003
14174	0,2055	-1,3104	0,	1,4782e-002
14175	0,36944	-1,2975	0,	2,3163e-002
14176	0,29317	-1,4167	0,	1,4202e-002
14180	1,1067	-0,58264	0,	6,635e-004
14182	-1,5528	-1,3671e-002	0,	1,2255e-003
14184	8,5833e-002	1,3585	0,	3,3506e-004
14186	-0,32636	-1,3889	0,	1,3149e-003
14187	-0,36047	-1,2558	0,	2,1246e-003
14188	-0,22612	-1,2805	0,	2,1979e-003
14192	0,84157	1,0795	0,	4,6222e-003
14193	1,0099	1,1229	0,	4,5703e-003
14196	-1,1889	-0,14429	0,	4,5333e-003
14198	-0,83546	1,0884	0,	2,4722e-002
14199	-0,96223	0,9801	0,	2,2633e-002
14200	-0,98847	1,1441	0,	1,8609e-002
14204	-0,37453	1,2984	0,	1,4739e-002
14205	-0,42165	1,1525	0,	2,5278e-002
14206	-0,53633	1,2684	0,	1,9297e-002
14210	1,2568	0,90971	0,	9,0784e-003
14212	1,364	-6,3178e-002	0,	1,0458e-003
14213	1,5025	-0,14224	0,	4,8279e-004
14216	-1,4998	0,23022	0,	1,0498e-003
14217	-1,321	0,20795	0,	1,9521e-003
14220	-1,5131e-002	1,5316	0,	3,6051e-004
14222	-0,50699	-1,3062	0,	1,7109e-003
14224	-1,3596	-0,33218	0,	2,7565e-003
14226	0,14964	-1,4403	0,	6,3329e-003
14228	-0,96379	-0,68877	0,	5,1828e-003
14230	-0,87963	-0,78841	0,	5,1598e-003
14232	-0,2853	-1,1623	0,	3,3511e-003
14234	0,99922	-0,69769	0,	4,7991e-003
14236	-0,69346	-0,98164	0,	4,4237e-003
14238	0,48114	1,4681	0,	2,9285e-004
14240	-0,79471	-0,89049	0,	4,8742e-003
14242	-1,2752	-0,90563	0,	2,0616e-003
14244	1,2134	0,1468	0,	6,5823e-003
14246	1,1907	0,28469	0,	1,0284e-002
14248	1,1834	0,71316	0,	1,2177e-002
14250	0,8187	-0,92783	0,	2,285e-002
14252	0,91815	0,81315	0,	1,2331e-002
14254	0,81148	0,92087	0,	8,9434e-003
14256	0,53689	-1,2637	0,	2,4031e-002
14257	0,56152	-1,0956	0,	3,0069e-002
14258	0,70014	-1,1805	0,	2,1725e-002
14262	-1,2118	0,12952	0,	3,2683e-003
14264	0,27967	1,1907	0,	4,7502e-004
