Node Number	X Location (µm)	Y Location (µm)	Z Location (µm)	Directional Deformation (µm)
20692	-0,33554	0,61472	0,	6,2324e-002
20693	0,68831	7,5359e-003	0,	6,3052e-003
20694	0,67503	-0,20972	0,	6,3206e-003
20695	-0,1232	-0,69976	0,	2,2433e-002
20696	0,32262	0,60969	0,	5,7517e-003
20697	0,19434	-0,66538	0,	5,8091e-002
20698	0,52061	0,44855	0,	1,0769e-002
20699	0,59391	-0,38348	0,	2,5577e-002
20700	-0,52942	-0,44377	0,	2,7037e-002
20701	-0,64652	0,29029	0,	2,6285e-002
20702	-0,27838	0,68996	0,	5,7697e-002
20703	8,3671e-002	-0,70511	0,	4,6652e-002
20704	0,54131	-0,48012	0,	4,1889e-002
20705	-0,46768	-0,54209	0,	2,2918e-002
20706	3,0853e-002	0,69351	0,	1,652e-002
20707	-0,67131	0,19797	0,	2,0301e-002
20708	0,20788	0,65448	0,	4,4002e-003
20709	-0,39075	-0,60418	0,	2,0662e-002
20710	-9,0155e-002	0,68495	0,	3,3543e-002
20711	-0,70604	8,5763e-002	0,	1,8063e-002
20712	0,12357	0,69805	0,	8,046e-003
20713	0,6307	0,3834	0,	1,4608e-002
20714	-0,64761	-0,23484	0,	2,8633e-002
20715	0,47382	-0,52785	0,	5,1683e-002
20716	-0,67237	-0,10964	0,	2,5335e-002
20717	-0,70752	-1,7445e-002	0,	2,0976e-002
20718	0,56639	-0,18468	0,	1,834e-003
20719	-0,10158	-0,59135	0,	1,4578e-002
20720	0,20367	-0,55077	0,	1,9574e-002
20721	-0,38424	0,41662	0,	5,1207e-003
20722	0,4097	0,40009	0,	-7,039e-003
20723	-0,51698	-0,2444	0,	-7,8275e-003
20724	-0,20935	0,61085	0,	5,0131e-002
20725	0,31062	-0,50551	0,	2,5077e-002
20726	-0,299	0,50762	0,	1,9782e-002
20727	0,31215	0,47652	0,	-8,971e-003
20728	-0,4662	0,32474	0,	2,9228e-003
20729	-0,21729	-0,54613	0,	3,4365e-003
20730	-0,46243	-0,34887	0,	-3,2524e-003
20731	0,52675	-0,29847	0,	1,4108e-002
20732	9,9099e-002	0,59372	0,	3,7502e-003
20733	0,56674	6,3243e-002	0,	-8,1353e-003
20734	-0,60397	0,12404	0,	1,5375e-002
20735	-1,0094e-002	0,60708	0,	1,5366e-002
20736	-0,55334	0,23064	0,	1,409e-002
20737	-0,55795	-0,12933	0,	-9,1908e-003
20738	0,55116	0,18396	0,	-4,1682e-003
20739	0,42127	-0,45799	0,	3,8321e-002
20740	-0,59003	4,6232e-003	0,	2,8866e-003
20741	0,211	0,53913	0,	-6,0098e-003
20742	0,49999	-0,39206	0,	3,156e-002
20743	0,51467	0,31289	0,	9,704e-004
20744	-0,33812	-0,50766	0,	1,3813e-002
20745	0,56988	-5,6783e-002	0,	-8,5143e-003
20746	0,11792	-0,60068	0,	3,3433e-002
20747	-9,7419e-002	0,55485	0,	-1,0454e-003
20748	2,1551e-002	-0,59788	0,	2,068e-002
20749	-0,4232	-0,44201	0,	1,6588e-002
20750	-0,27071	0,39008	0,	-5,4768e-002
20751	-0,35023	0,29802	0,	-6,516e-002
20752	0,44444	-0,22747	0,	-4,4478e-002
20753	0,11146	0,47363	0,	-5,4033e-002
20754	-0,44171	-0,15262	0,	-7,3951e-002
20755	0,46047	1,0591e-003	0,	-6,8203e-002
20756	0,21037	-0,43752	0,	-4,7169e-002
20757	0,29576	0,3546	0,	-6,8327e-002
20758	-0,2407	-0,44146	0,	-4,8904e-002
20759	-0,18685	0,47847	0,	-2,8276e-002
20760	0,45938	-0,11431	0,	-6,1544e-002
20761	8,8844e-003	0,50863	0,	-3,8263e-002
20762	-0,3954	-0,25874	0,	-7,0613e-002
20763	0,45801	0,11285	0,	-6,245e-002
20764	0,20722	0,42103	0,	-6,4081e-002
20765	-0,42691	0,19981	0,	-6,3196e-002
20766	9,151e-002	-0,49081	0,	-3,8206e-002
20767	0,42236	-0,33923	0,	-1,4913e-002
20768	0,32051	-0,38973	0,	-3,2472e-002
20769	-0,12592	-0,4573	0,	-6,5113e-002
20770	-2,4638e-002	-0,50537	0,	-3,9559e-002
20771	-0,50469	0,11097	0,	-3,7081e-002
20772	-0,33032	-0,36818	0,	-5,717e-002
20773	-0,46808	-4,2371e-002	0,	-7,0932e-002
20774	0,38537	0,28401	0,	-5,8315e-002
20775	0,45518	0,2147	0,	-4,4139e-002
20776	-0,48491	3,3975e-002	0,	-5,9959e-002
20777	-7,8564e-002	0,43562	0,	-7,3518e-002
20778	0,33404	-0,27467	0,	-8,102e-002
20779	-6,2193e-003	-0,39711	0,	-0,10405
20780	0,11633	0,37079	0,	-0,10626
20781	-0,27635	-0,24883	0,	-0,12125
20782	-0,35524	-6,9076e-002	0,	-0,12479
20783	0,35377	-5,4686e-002	0,	-0,11987
20784	0,27323	0,23787	0,	-0,11764
20785	0,11689	-0,36839	0,	-0,10678
20786	-0,23927	0,27799	0,	-0,1159
20787	2,5293e-002	0,39427	0,	-0,10237
20788	0,3518	5,598e-002	0,	-0,12028
20789	0,35092	-0,16507	0,	-0,10493
20790	-0,18824	-0,33693	0,	-0,11477
20791	-0,34312	-0,17144	0,	-0,11567
20792	0,18469	0,30606	0,	-0,12057
20793	0,22652	-0,32169	0,	-9,9395e-002
20794	-0,30944	0,18309	0,	-0,1216
20795	-0,16242	0,36199	0,	-9,8802e-002
20796	-9,663e-002	-0,36768	0,	-0,11563
20797	0,36106	0,1701	0,	-0,1
20798	-0,37918	6,3321e-002	0,	-0,11394
20799	0,23399	-7,7782e-003	0,	-0,16282
20800	0,26319	-0,11043	0,	-0,147
20801	-5,718e-002	0,31726	0,	-0,13314
20802	0,24167	-0,20764	0,	-0,13421
20803	-0,25129	-8,5941e-003	0,	-0,16268
20804	-6,3493e-002	-0,28059	0,	-0,15126
20805	0,16044	0,19372	0,	-0,15761
20806	-0,16235	-0,20672	0,	-0,1595
20807	-0,14086	0,26313	0,	-0,14359
20808	4,2878e-002	-0,29941	0,	-0,14456
20809	0,25405	0,11989	0,	-0,14761
20810	-0,25582	9,3937e-002	0,	-0,15579
20811	-0,24966	-0,12834	0,	-0,15484
20812	-0,18956	0,17661	0,	-0,159
20813	5,784e-002	0,27086	0,	-0,1502
20814	0,13686	-0,2511	0,	-0,14875
20815	-6,3021e-002	0,18986	0,	-0,17309
20816	-0,13059	-7,3903e-002	0,	-0,18475
20817	5,244e-002	0,14645	0,	-0,18172
20818	0,14778	-0,12493	0,	-0,17441
20819	-0,14077	6,6612e-002	0,	-0,18373
20820	0,14573	7,8299e-002	0,	-0,17862
20821	3,7645e-002	-0,19799	0,	-0,17427
20822	-6,1559e-002	-0,16659	0,	-0,17981
20823	4,2527e-002	3,5069e-002	0,	-0,19426
20824	0,11838	-2,2681e-002	0,	-0,18724
20825	-3,4144e-002	9,0887e-002	0,	-0,19122
20826	1,4716e-002	-8,028e-002	0,	-0,19291
20827	-5,2176e-002	3,7521e-003	0,	-0,19523
20988	-0,99818	-6,0351e-002	0,	8,0864e-003
20989	-0,98363	-0,18017	0,	8,4332e-003
20990	-0,95476	-0,29737	0,	8,7364e-003
20991	-0,91198	-0,41024	0,	8,8348e-003
20992	-0,85591	-0,51713	0,	8,6649e-003
20993	-0,78737	-0,61648	0,	8,5936e-003
20994	-0,70741	-0,7068	0,	8,5524e-003
20995	-0,61717	-0,78683	0,	8,3365e-003
20996	-0,51787	-0,85546	0,	8,1578e-003
20997	-0,41103	-0,91162	0,	8,0911e-003
20998	-0,2982	-0,9545	0,	7,7922e-003
20999	-0,18103	-0,98348	0,	8,5362e-003
21000	-6,0786e-002	-0,99815	0,	1,3077e-002
21001	-0,99818	6,0351e-002	0,	7,763e-003
21002	-0,98363	0,18017	0,	7,6075e-003
21003	-0,95476	0,29737	0,	8,0119e-003
21004	-0,91198	0,41024	0,	1,1096e-002
21005	-0,85591	0,51713	0,	2,0537e-002
21006	-0,78737	0,61648	0,	3,3913e-002
21007	-0,70741	0,7068	0,	4,5156e-002
21008	-0,61717	0,78683	0,	4,9459e-002
21009	-0,51787	0,85546	0,	4,7745e-002
21010	-0,41103	0,91162	0,	4,4227e-002
21011	-0,2982	0,9545	0,	3,75e-002
21012	-0,18103	0,98348	0,	2,5244e-002
21013	-6,0786e-002	0,99815	0,	1,153e-002
21014	6,0351e-002	-0,99818	0,	2,3729e-002
21015	0,18017	-0,98363	0,	3,6829e-002
21016	0,29737	-0,95476	0,	4,5721e-002
21017	0,41024	-0,91198	0,	4,7657e-002
21018	0,51713	-0,85591	0,	4,5248e-002
21019	0,61648	-0,78737	0,	4,1223e-002
21020	0,7068	-0,70741	0,	3,311e-002
21021	0,78683	-0,61717	0,	2,0069e-002
21022	0,85546	-0,51787	0,	8,1189e-003
21023	0,91162	-0,41103	0,	2,3618e-003
21024	0,9545	-0,2982	0,	1,4061e-003
21025	0,98348	-0,18103	0,	2,8187e-003
21026	0,99815	-6,0786e-002	0,	5,1031e-003
21027	0,99818	6,0351e-002	0,	8,5283e-003
21028	0,98363	0,18017	0,	1,2215e-002
21029	0,95476	0,29737	0,	1,4983e-002
21030	0,91198	0,41024	0,	1,6466e-002
21031	0,85591	0,51713	0,	1,6844e-002
21032	0,78737	0,61648	0,	1,6133e-002
21033	0,70741	0,7068	0,	1,4045e-002
21034	0,61717	0,78683	0,	1,0932e-002
21035	0,51787	0,85546	0,	7,3716e-003
21036	0,41103	0,91162	0,	4,2673e-003
21037	0,2982	0,9545	0,	2,2319e-003
21038	0,18103	0,98348	0,	1,467e-003
21039	6,0786e-002	0,99815	0,	3,5937e-003
24078	-9,025e-002	0,94355	0,	1,8489e-002
24079	-2,9576e-002	0,94724	0,	1,1876e-002
24080	-2,6012e-002	-0,94771	0,	1,8916e-002
24081	-8,6686e-002	-0,94402	0,	1,4139e-002
24082	0,94723	-2,533e-002	0,	6,8316e-003
24083	0,94354	-8,6003e-002	0,	5,2324e-003
24084	0,14082	0,93608	0,	2,8415e-003
24085	0,20017	0,92515	0,	2,2198e-003
24086	-0,72555	-0,60781	0,	1,0069e-002
24087	-0,76275	-0,56029	0,	1,0167e-002
24088	-0,85162	-0,41494	0,	1,0366e-002
24089	-0,87638	-0,3599	0,	1,0318e-002
24090	0,60989	-0,72823	0,	4,3745e-002
24091	0,56237	-0,76543	0,	4,6676e-002
24092	0,73309	0,60839	0,	1,6093e-002
24093	0,7703	0,56088	0,	1,6775e-002
24094	0,41664	-0,84988	0,	5,1614e-002
24095	0,3616	-0,87464	0,	5,1989e-002
24096	0,85452	0,42188	0,	1,6966e-002
24097	0,87928	0,36684	0,	1,6594e-002
24098	-0,94383	-8,5229e-002	0,	9,7794e-003
24099	-0,94747	-2,4988e-002	0,	9,6844e-003
24100	-0,82309	0,46775	0,	2,1632e-002
24101	-0,79188	0,5194	0,	2,8638e-002
24102	-0,25396	-0,91214	0,	9,7494e-003
24103	-0,31156	-0,89414	0,	9,7505e-003
24104	-0,46719	-0,82648	0,	9,8253e-003
24105	-0,51882	-0,79523	0,	9,8095e-003
24106	0,2004	-0,92849	0,	4,3606e-002
24107	0,14104	-0,93936	0,	3,7444e-002
24108	0,92259	0,20299	0,	1,3766e-002
24109	0,93347	0,14362	0,	1,2106e-002
24110	0,91232	-0,2527	0,	2,3768e-003
24111	0,89432	-0,3103	0,	2,3304e-003
24112	0,82586	-0,46652	0,	8,4862e-003
24113	0,79461	-0,51815	0,	1,4016e-002
24114	0,36259	0,87566	0,	4,4252e-003
24115	0,41761	0,85085	0,	5,8929e-003
24116	-0,9135	0,25283	0,	9,646e-003
24117	-0,89556	0,31045	0,	1,0535e-002
24118	-0,31255	0,89586	0,	4,3766e-002
24119	-0,25494	0,91386	0,	3,8747e-002
24120	-0,51634	0,79448	0,	5,2804e-002
24121	-0,46471	0,82574	0,	5,1671e-002
24122	0,56052	0,76005	0,	1,0855e-002
24123	0,60801	0,7228	0,	1,2575e-002
24124	-0,69391	0,64205	0,	4,6486e-002
24125	-0,65131	0,68468	0,	5,0955e-002
24126	2,4899e-002	0,9463	0,	7,6643e-003
24127	8,5573e-002	0,94261	0,	4,1499e-003
24128	-0,77093	0,56447	0,	3,3599e-002
24129	-0,73372	0,61199	0,	4,0945e-002
24130	-0,59601	0,65889	0,	5,5952e-002
24131	-0,60823	0,72236	0,	5,3418e-002
24132	0,80275	0,52075	0,	1,706e-002
24133	0,83396	0,46909	0,	1,7091e-002
24134	0,51773	-0,79592	0,	4,8911e-002
24135	0,46608	-0,82713	0,	5,0185e-002
24136	-0,79317	-0,51379	0,	1,0206e-002
24137	-0,82438	-0,46213	0,	1,0255e-002
24138	-0,95046	2,8528e-002	0,	9,5096e-003
24139	-0,94682	8,8769e-002	0,	9,3015e-003
24140	0,51688	0,79359	0,	9,2035e-003
24141	0,50884	0,731	0,	1,0837e-002
24142	-0,21846	0,86766	0,	3,963e-002
24143	-0,20357	0,92456	0,	3,2842e-002
24144	-0,4187	0,85466	0,	4,9612e-002
24145	-0,36368	0,87946	0,	4,7156e-002
24146	-0,83491	0,31857	0,	1,4306e-002
24147	-0,87443	0,36257	0,	1,2481e-002
24148	0,41756	0,79055	0,	7,5345e-003
24149	0,46525	0,82485	0,	7,4179e-003
24150	0,25393	0,91152	0,	2,6193e-003
24151	0,31153	0,89352	0,	3,3987e-003
24152	0,92475	-0,19885	0,	3,1552e-003
24153	0,86631	-0,2115	0,	3,5986e-003
24154	0,8753	-0,3623	0,	2,8709e-003
24155	0,85049	-0,41732	0,	5,3196e-003
24156	-0,20053	-0,92591	0,	1,0206e-002
24157	-0,21442	-0,86729	0,	1,235e-002
24158	-0,36304	-0,8751	0,	9,8938e-003
24159	-0,41806	-0,85029	0,	9,9583e-003
24160	0,91075	0,25758	0,	1,4987e-002
24161	0,86238	0,22136	0,	1,498e-002
24162	0,25223	-0,91245	0,	4,8123e-002
24163	0,21342	-0,86997	0,	4,9463e-002
24164	0,9428	8,9269e-002	0,	1,0409e-002
24165	0,94644	2,9028e-002	0,	8,4841e-003
24166	8,788e-002	-0,94625	0,	3,1268e-002
24167	2,7639e-002	-0,94989	0,	2,3918e-002
24168	0,83701	0,32759	0,	1,6663e-002
24169	0,89281	0,31521	0,	1,6022e-002
24170	0,317	-0,83407	0,	5,5436e-002
24171	0,30985	-0,89451	0,	5,085e-002
24172	-0,83698	-0,31482	0,	1,2166e-002
24173	-0,89567	-0,30937	0,	1,0328e-002
24174	-0,56074	0,7596	0,	5,3899e-002
24175	-0,50853	0,73144	0,	5,7733e-002
24176	0,76619	-0,56406	0,	1,98e-002
24177	0,72894	-0,61155	0,	2,712e-002
24178	-0,51428	-0,73959	0,	1,1654e-002
24179	-0,56402	-0,76701	0,	9,7185e-003
24180	-0,92497	-0,19886	0,	1,0106e-002
24181	-0,93585	-0,13949	0,	9,8633e-003
24182	-0,84967	0,41761	0,	1,6375e-002
24183	-0,7872	0,42083	0,	2,3161e-002
24184	0,65087	0,68695	0,	1,394e-002
24185	0,69347	0,64432	0,	1,5269e-002
24186	0,64991	-0,6938	0,	3,9392e-002
24187	0,59692	-0,6733	0,	4,5154e-002
24188	-0,65034	-0,69354	0,	9,8884e-003
24189	-0,69294	-0,6509	0,	9,9249e-003
24190	-0,14422	0,93549	0,	2,5345e-002
24191	-0,11312	0,88642	0,	2,5796e-002
24192	0,88661	-0,10416	0,	5,5075e-003
24193	0,93568	-0,1395	0,	4,1475e-003
24194	-0,10651	-0,88824	0,	1,5883e-002
24195	-0,14117	-0,93683	0,	1,1644e-002
24196	0,59535	0,6616	0,	1,3857e-002
24197	0,67783	0,58983	0,	1,6074e-002
24198	-0,6789	0,59116	0,	4,6687e-002
24199	-0,73967	0,51603	0,	3,5327e-002
24200	-0,32096	0,84056	0,	4,9097e-002
24201	-0,41811	0,79524	0,	5,4604e-002
24202	0,31886	0,83441	0,	4,7574e-003
24203	0,83485	-0,31734	0,	3,8336e-003
24204	-0,31933	-0,83448	0,	1,2105e-002
24205	0,21405	0,86591	0,	3,3045e-003
24206	0,7912	-0,41854	0,	9,2216e-003
24207	-0,41994	-0,79162	0,	1,2001e-002
24208	0,80292	0,42644	0,	1,7281e-002
24209	0,41818	-0,79145	0,	5,5147e-002
24210	0,51226	-0,73821	0,	5,1558e-002
24211	-0,79045	-0,41254	0,	1,2069e-002
24212	-0,73279	-0,50623	0,	1,192e-002
24213	0,88355	0,11241	0,	1,2038e-002
24214	0,10843	-0,8929	0,	3,7925e-002
24215	0,89368	3,6978e-003	0,	8,536e-003
24216	1,6265e-003	-0,8976	0,	2,5315e-002
24217	0,10505	0,88607	0,	5,0261e-003
24218	-4,6769e-003	0,89354	0,	1,2512e-002
24219	-0,89793	3,5401e-003	0,	1,1714e-002
24220	-0,91362	-0,25175	0,	1,0213e-002
24221	0,73815	-0,51365	0,	2,0226e-002
24222	-0,6115	-0,72976	0,	9,8227e-003
24223	-0,88696	-0,10424	0,	1,1875e-002
24224	0,69254	-0,6512	0,	3,355e-002
24225	-0,66976	-0,59583	0,	1,1748e-002
24226	-0,94007	0,14166	0,	9,2155e-003
24227	-0,92919	0,20102	0,	9,2241e-003
24228	-0,80044	0,27434	0,	1,5663e-002
24229	-0,77931	0,32646	0,	1,8927e-002
24230	0,67333	-0,59922	0,	3,3909e-002
24231	-0,59832	-0,67515	0,	1,1539e-002
24232	-0,86762	-0,2114	0,	1,2e-002
24233	-0,89417	0,10994	0,	1,1238e-002
24234	-0,87173	0,21464	0,	1,1428e-002
24235	0,74991	0,51378	0,	1,7169e-002
24236	-0,75449	0,37561	0,	2,3824e-002
24237	-0,7279	0,42574	0,	3,0382e-002
24238	-0,13688	0,83822	0,	3,2583e-002
24239	-8,2917e-002	0,84627	0,	2,5254e-002
24240	0,8242	-0,17113	0,	4,6245e-003
24241	0,81176	-0,22497	0,	4,5692e-003
24242	-0,17565	-0,82658	0,	1,5299e-002
24243	-0,22908	-0,81281	0,	1,4171e-002
24244	-0,58553	0,5962	0,	5,7025e-002
24245	-0,54245	0,63388	0,	6,0038e-002
24246	0,37362	0,76442	0,	7,2651e-003
24247	0,42127	0,73842	0,	8,8635e-003
24248	0,80343	0,24184	0,	1,5685e-002
24249	0,81527	0,18724	0,	1,4536e-002
24250	0,32497	-0,77599	0,	5,9045e-002
24251	0,27322	-0,79586	0,	5,7691e-002
24252	0,17566	0,82444	0,	4,8191e-003
24253	0,22941	0,81081	0,	4,3092e-003
24254	3,2349e-002	-0,84913	0,	3,2521e-002
24255	-2,1302e-002	-0,84695	0,	2,6258e-002
24256	0,84908	3,221e-002	0,	9,9431e-003
24257	0,84987	-2,2147e-002	0,	8,1655e-003
24258	0,5422	0,63617	0,	1,3353e-002
24259	0,58507	0,60032	0,	1,4664e-002
24260	-0,37565	-0,75936	0,	1,4179e-002
24261	-0,42478	-0,73555	0,	1,4039e-002
24262	0,75891	-0,37283	0,	9,8071e-003
24263	0,73428	-0,42203	0,	1,4905e-002
24264	-0,41631	0,74211	0,	5,8531e-002
24265	-0,3703	0,77103	0,	5,6466e-002
24266	-0,67376	-0,50068	0,	1,4324e-002
24267	-0,70418	-0,45418	0,	1,4422e-002
24268	0,51225	-0,68805	0,	5,3383e-002
24269	0,46761	-0,71853	0,	5,5438e-002
24270	-0,72001	0,33137	0,	2,4554e-002
24271	-0,69534	0,47905	0,	3,8291e-002
24272	-0,67439	0,52411	0,	4,4115e-002
24273	0,45511	0,70497	0,	1,0318e-002
24274	0,49875	0,67143	0,	1,1942e-002
24275	0,22334	-0,81455	0,	5,4423e-002
24276	0,17151	-0,83058	0,	4,9766e-002
24277	-0,23453	0,80494	0,	4,6454e-002
24278	-0,18316	0,81564	0,	4,0214e-002
24279	0,83886	-6,6446e-002	0,	6,8008e-003
24280	0,83099	-0,11994	0,	5,6172e-003
24281	-7,1553e-002	-0,8437	0,	2,1235e-002
24282	-0,12604	-0,83651	0,	1,7262e-002
24283	-0,49952	0,67266	0,	6,1131e-002
24284	-0,45512	0,70754	0,	6,0483e-002
24285	0,78027	0,34716	0,	1,6916e-002
24286	0,7938	0,29553	0,	1,651e-002
24287	0,12496	0,83446	0,	5,8631e-003
24288	0,14033	0,77936	0,	6,5304e-003
24289	0,57538	0,54156	0,	1,5084e-002
24290	0,62853	0,56699	0,	1,5798e-002
24291	-0,33233	0,7439	0,	5,7257e-002
24292	-0,33413	0,79703	0,	5,3481e-002
24293	0,77951	-0,32637	0,	6,8957e-003
24294	0,72259	-0,32986	0,	1,0481e-002
24295	0,27819	0,79333	0,	5,0826e-003
24296	0,32925	0,77547	0,	6,005e-003
24297	-0,32831	-0,77691	0,	1,4227e-002
24298	-0,33315	-0,72084	0,	1,6289e-002
24299	0,42368	-0,68306	0,	5,9183e-002
24300	0,4237	-0,73322	0,	5,7769e-002
24301	-0,67284	-0,40199	0,	1,7883e-002
24302	-0,73186	-0,40755	0,	1,4547e-002
24303	0,82615	0,13228	0,	1,3114e-002
24304	0,83548	7,7923e-002	0,	1,1439e-002
24305	7,6712e-002	-0,85559	0,	3,7178e-002
24306	5,3784e-002	-0,80493	0,	3,8161e-002
24307	0,37426	-0,75598	0,	5,8881e-002
24308	0,33048	-0,71777	0,	6,1667e-002
24309	-6,0559e-002	0,79446	0,	2,53e-002
24310	-3,6794e-002	0,84267	0,	1,9403e-002
24311	0,71071	-0,46773	0,	2,0634e-002
24312	0,68229	-0,51365	0,	2,7416e-002
24313	-0,46878	-0,71291	0,	1,3871e-002
24314	-0,51398	-0,68469	0,	1,3782e-002
24315	0,58283	-0,61665	0,	4,5781e-002
24316	0,54281	-0,65108	0,	5,0485e-002
24317	-0,6125	-0,58879	0,	1,3802e-002
24318	-0,6451	-0,54569	0,	1,4055e-002
24319	-0,63457	0,55417	0,	5,0722e-002
24320	-0,58101	0,52916	0,	5,4608e-002
24321	-0,23805	-0,75525	0,	1,6111e-002
24322	-0,27683	-0,79596	0,	1,4189e-002
24323	0,75642	-0,234	0,	5,3536e-003
24324	0,79853	-0,27437	0,	4,7185e-003
24325	-0,83287	0,17298	0,	1,3159e-002
24326	-0,81718	0,22479	0,	1,4088e-002
24327	-0,84825	-1,7875e-002	0,	1,404e-002
24328	-0,85124	3,5641e-002	0,	1,3661e-002
24329	-0,81046	-0,22626	0,	1,4563e-002
24330	-0,82181	-0,17337	0,	1,4447e-002
24331	0,70554	0,50907	0,	1,7069e-002
24332	0,73799	0,46895	0,	1,7326e-002
24333	-0,48904	0,60997	0,	6,2976e-002
24334	0,77645	-0,13342	0,	5,3208e-003
24335	-0,14069	-0,78204	0,	1,883e-002
24336	0,41117	0,67885	0,	9,6453e-003
24337	-0,66262	0,43383	0,	3,8515e-002
24338	-0,40731	0,68333	0,	6,2109e-002
24339	0,23981	0,75187	0,	5,1099e-003
24340	0,79426	-3,7934e-002	0,	7,8634e-003
24341	-4,083e-002	-0,79522	0,	2,7246e-002
24342	0,79167	5,2078e-002	0,	1,0755e-002
24343	0,48846	0,61015	0,	1,2422e-002
24344	0,7672	0,15275	0,	1,3632e-002
24345	0,23131	-0,75647	0,	5,8228e-002
24346	-0,15296	0,77549	0,	3,9282e-002
24347	0,74669	0,26141	0,	1,5985e-002
24348	6,9716e-002	0,84099	0,	9,0766e-003
24349	0,66815	0,53107	0,	1,6596e-002
24350	-0,7591	-0,36035	0,	1,447e-002
24351	0,67842	-0,42203	0,	2,0782e-002
24352	-0,42449	-0,68065	0,	1,6466e-002
24353	0,49816	-0,6314	0,	5,422e-002
24354	-0,6165	-0,49364	0,	1,7311e-002
24355	-0,76158	0,23268	0,	1,7262e-002
24356	1,7681e-002	0,84173	0,	1,3378e-002
24357	-0,283	0,81343	0,	4,9836e-002
24358	0,12987	-0,8487	0,	4,4175e-002
24359	0,75729	0,43723	0,	1,7382e-002
24360	0,77785	0,39001	0,	1,7264e-002
24361	-0,80585	-0,27263	0,	1,4125e-002
24362	-0,76004	-0,23459	0,	1,7414e-002
24363	-0,83316	-0,12253	0,	1,4383e-002
24364	-0,84115	-6,8265e-002	0,	1,4295e-002
24365	0,66149	-0,55377	0,	3,2984e-002
24366	0,6251	-0,59342	0,	3,9718e-002
24367	-0,55154	-0,66389	0,	1,3337e-002
24368	-0,59038	-0,62767	0,	1,3322e-002
24369	-0,85702	7,8838e-002	0,	1,3031e-002
24370	-0,85026	0,13173	0,	1,2763e-002
24371	-0,79572	0,14187	0,	1,4875e-002
24372	-0,80733	5,7423e-002	0,	1,5399e-002
24373	-0,776	-0,13739	0,	1,7738e-002
24374	0,57099	-0,57121	0,	4,5189e-002
24375	-0,56572	-0,57753	0,	1,6258e-002
24376	0,63405	-0,50786	0,	3,3152e-002
24377	-0,50604	-0,63721	0,	1,6096e-002
24378	0,33296	0,72334	0,	7,0694e-003
24379	0,65624	0,48623	0,	1,6826e-002
24380	3,76e-002	0,79012	0,	1,3692e-002
24381	0,73464	0,35795	0,	1,7074e-002
24382	0,13979	-0,79327	0,	4,9039e-002
24383	-0,2477	0,76141	0,	5,0938e-002
24384	-0,78656	-0,32315	0,	1,419e-002
24385	0,33813	-0,65959	0,	6,3019e-002
24386	0,28884	-0,6796	0,	6,279e-002
24387	0,70962	0,17149	0,	1,3194e-002
24388	0,7205	0,11653	0,	1,1771e-002
24389	-0,63757	0,37127	0,	3,4601e-002
24390	-0,60501	0,42457	0,	4,3788e-002
24391	0,68806	-0,28587	0,	1,028e-002
24392	0,66746	-0,33234	0,	1,4839e-002
24393	-0,19691	-0,71591	0,	1,8453e-002
24394	-0,24466	-0,69905	0,	1,7766e-002
24395	-0,47431	0,5523	0,	6,2638e-002
24396	-0,43139	0,59109	0,	6,3943e-002
24397	0,7283	-9,8686e-002	0,	5,4601e-003
24398	0,7215	-0,14987	0,	5,505e-003
24399	-1,1238e-002	-0,74678	0,	3,2752e-002
24400	-6,1489e-002	-0,74353	0,	2,706e-002
24401	0,43365	0,58559	0,	1,0676e-002
24402	0,4771	0,55033	0,	1,19e-002
24403	-0,61465	-0,39643	0,	2,3402e-002
24404	-0,64233	-0,34979	0,	2,3663e-002
24405	-0,79445	-3,6164e-002	0,	1,6944e-002
24406	-0,72798	-0,31816	0,	1,7336e-002
24407	0,71292	0,43252	0,	1,738e-002
24408	0,43754	-0,62471	0,	5,8791e-002
24409	0,39364	-0,6394	0,	6,1001e-002
24410	-0,25242	-0,64222	0,	1,874e-002
24411	-0,29356	-0,68156	0,	1,814e-002
24412	0,69803	0,23264	0,	1,4545e-002
24413	0,65132	0,19642	0,	1,0292e-002
24414	-0,5662	0,46816	0,	5,1346e-002
24415	-0,51716	0,51019	0,	5,8374e-002
24416	-0,39083	0,63174	0,	6,3647e-002
24417	-0,35202	0,66631	0,	6,2087e-002
24418	0,74679	6,9504e-003	0,	8,7323e-003
24419	0,73578	-3,7348e-002	0,	7,227e-003
24420	0,72234	-0,19716	0,	5,5185e-003
24421	0,70911	-0,24656	0,	7,525e-003
24422	-0,10714	-0,74587	0,	2,2564e-002
24423	-0,15675	-0,73593	0,	1,9488e-002
24424	0,34998	0,66099	0,	7,7999e-003
24425	0,38381	0,62755	0,	8,7326e-003
24426	0,24542	-0,6434	0,	6,0752e-002
24427	0,23776	-0,70158	0,	6,0451e-002
24428	0,47145	0,48716	0,	8,961e-003
24429	0,52626	0,51171	0,	1,3471e-002
24430	0,64795	-0,3799	0,	2,0495e-002
24431	0,62438	-0,42561	0,	2,7124e-002
24432	-0,58729	-0,4462	0,	2,2374e-002
24433	-0,55678	-0,394	0,	2,9418e-002
24434	-0,67085	0,33541	0,	2,8802e-002
24435	-0,61324	0,32615	0,	3,1475e-002
24436	-0,28728	0,72993	0,	5,6101e-002
24437	-0,23881	0,72144	0,	5,2841e-002
24438	9,0909e-002	-0,75825	0,	4,5731e-002
24439	4,6546e-002	-0,75179	0,	4,0009e-002
